lemma,rank,translation,pos
rendirnos,23287,to conquer,verb
aguantó,23288,he holded; she holded; it holded,verb
anales,23289,plural of anal,noun
asta,23290,"flagstaff, flagpole",noun
asturiano,23291,"Asturian (native or inhabitant of the autonomous community of Asturias, Spain) (usually male)",noun
cronología,23292,chronology,noun
curará,23293,he will cure; she will cure; it will cure,verb
desechable,23294,disposable (that can be disposed of),adj
ejerció,23295,he exercised; she exercised; it exercised,verb
fobia,23296,phobia,noun
holding,23297,holding company,noun
indefinida,23298,feminine singular of indefinido,adj
irpf,23299,,
nombramientos,23300,plural of nombramiento,noun
obligará,23301,he will force; she will force; it will force,verb
periódica,23302,feminine singular of periódico,adj
podridos,23303,masculine plural of podrido,verb
preciada,23304,feminine singular of preciado,verb
yankee,23305,alternative spelling of yanqui,noun
agrarias,23306,feminine plural of agrario,adj
cualificada,23307,feminine singular of cualificado,verb
denominadas,23308,feminine plural of denominado,verb
disculpeme,23309,,
empeños,23310,plural of empeño,noun
erróneamente,23311,erroneously,adv
escribirá,23312,he will write; she will write; it will write,verb
fortalezas,23313,plural of fortaleza,noun
guardada,23314,feminine singular of guardado,verb
invitadas,23315,feminine plural of invitado,verb
llagas,23316,you wound,verb
mecedora,23317,rocking chair,noun
rezaré,23318,I will pray,verb
rufián,23319,"villain, ruffian",noun
tiroteos,23320,plural of tiroteo,noun
virtuoso,23321,virtuous person,noun
abandonarme,23322,to abandon,verb
adjetivos,23323,plural of adjetivo,noun
cachonda,23324,female equivalent of cachondo,noun
completan,23325,they complete,verb
ensayado,23326,rehearsed,verb
exportar,23327,to export,verb
navajas,23328,plural of navaja,noun
preferente,23329,"preferred, preferential",adj
regulan,23330,they regulate,verb
sospechamos,23331,we suspected,verb
subirte,23332,to go up or come up,verb
subyacente,23333,underlying,adj
sucursales,23334,plural of sucursal,noun
trabajaría,23335,I would work,verb
arrastrada,23336,feminine singular of arrastrado,verb
asentado,23337,settled,verb
burlarte,23338,to outwit,verb
cristian,23339,,
cuestionando,23340,questioning,verb
decidiendo,23341,deciding,verb
encubiertos,23342,masculine plural of encubierto,verb
humanitario,23343,humanitarian,adj
lastimaría,23344,I would injure,verb
legalización,23345,legalization,noun
liberarlo,23346,to liberate,verb
mechón,23347,"lock, tuft, strand (of hair)",noun
novecientos,23348,nine hundred,num
parrish,23349,,
plática,23350,discussion; chat,noun
repasando,23351,reviewing,verb
solvencia,23352,solvency,noun
soñaste,23353,you dreamed,verb
suicidarte,23354,to commit suicide,verb
analizamos,23355,we analyzed,verb
angulo,23356,first-person singular present indicative of angular,verb
asaltante,23357,"raider, burglar",noun
calamares,23358,plural of calamar,noun
claxon,23359,"horn (loud alarm, especially on a motor vehicle)",noun
contempló,23360,he contemplated; she contemplated; it contemplated,verb
desencanto,23361,disillusion,noun
envejeciendo,23362,geting old,verb
frambuesa,23363,raspberry,noun
horizontales,23364,plural of horizontal,adj
interpretarse,23365,to interpret,verb
lavó,23366,he washed; she washed; it washed,verb
minúscula,23367,"minuscule, lower-case letter, small letter",noun
pulg,23368,abbreviation of pulgada (“inch”),noun
relató,23369,he telled; she telled; it telled,verb
surfear,23370,to surf,verb
tata,23371,"daddy; dad, a term used by children for their father",noun
vencimiento,23372,"defeat, collapse",noun
anguila,23373,eel,noun
carriles,23374,plural of carril,noun
deliberado,23375,deliberated,verb
depuración,23376,"purification, depuration, treatment",noun
escurridizo,23377,elusive,adj
existieron,23378,they existed,verb
facto,23379,an opinion considered a true fact; a trufax; a truth,noun
ficticio,23380,fictitious,adj
finges,23381,you pretend,verb
hospicio,23382,hospice,noun
interactuar,23383,to interact,verb
llegadas,23384,feminine plural of llegado,verb
nochevieja,23385,alternative form of Nochevieja,noun
originaria,23386,feminine singular of originario,adj
poseían,23387,they possessed,verb
postor,23388,bidder,noun
precursor,23389,"precursor (forerunner, predecessor)",noun
problemita,23390,"diminutive of problema, a small problem",noun
quiroga,23391,,
sancionado,23392,passed a law,verb
sedantes,23393,plural of sedante,noun
sofocante,23394,"suffocating, stuffy",adj
accesibles,23395,plural of accesible,adj
besarse,23396,to kiss,verb
brota,23397,seedling,noun
cambiarás,23398,you will change,verb
centró,23399,he focused; she focused; it focused,verb
chorlito,23400,plover (bird),noun
cobijo,23401,bedroom,noun
coñazo,23402,"pain in the arse (UK), pain in the ass (US), pain in the neck, pain in the butt (an extreme annoyance)",noun
encuestados,23403,masculine plural of encuestado,verb
erradicación,23404,eradication,noun
gorrión,23405,sparrow,noun
graciela,23406,,
hambruna,23407,famine,noun
libró,23408,he saved; she saved; it saved,verb
lorena,23409,,
manzanilla,23410,camomile,noun
moras,23411,you reside,verb
plausible,23412,plausible,adj
psíquicas,23413,feminine plural of psíquico,adj
shorts,23414,shorts,noun
subversivos,23415,masculine plural of subversivo,adj
súplica,23416,"plea, supplication (appeal, petition, entreaty)",noun
usuales,23417,plural of usual,adj
arado,23418,plough,noun
balaguer,23419,,
christa,23420,,
desplazar,23421,to displace,verb
ebrios,23422,masculine plural of ebrio,adj
funcionalidad,23423,functionality,noun
garbo,23424,grace,noun
guárdate,23425,you save,verb
inmerso,23426,immersed,adj
lastimas,23427,you injure,verb
libertadores,23428,plural of libertador,noun
mayúsculas,23429,plural of mayúscula,noun
oportunas,23430,feminine plural of oportuno,adj
pretendientes,23431,plural of pretendiente,noun
proclamación,23432,proclamation,noun
rematar,23433,to finish off,verb
rotunda,23434,feminine singular of rotundo,adj
tap,23435,"tap, tap dancing",noun
acosar,23436,to pursue,verb
agudeza,23437,"sharpness, acuity",noun
amorosas,23438,feminine plural of amoroso,adj
autovía,23439,"dual carriageway, divided highway",noun
banjo,23440,banjo,noun
bonilla,23441,,
carrusel,23442,"carousel, merry-go-round",noun
esclerosis,23443,sclerosis,noun
estampida,23444,"stampede, flight",noun
fluctuaciones,23445,plural of fluctuación,noun
forro,23446,lining,noun
gargantas,23447,plural of garganta,noun
multiplica,23448,he multiplies; she multiplies; it multiplies,verb
musculatura,23449,muscles,noun
ocasiona,23450,he causes; she causes; it causes,verb
paisanos,23451,plural of paisano,noun
sanguijuelas,23452,plural of sanguijuela,noun
savia,23453,"sap (juice of plants, especially the ascending and descending circulating fluid)",noun
visor,23454,viewer,noun
aburres,23455,you bore,verb
acompañaron,23456,they accompanied,verb
alitas,23457,plural of alita,noun
baste,23458,I am enough,verb
caricaturas,23459,you caricature,verb
colcha,23460,"bedspread, quilt",noun
drástico,23461,drastic,adj
follado,23462,fucked,verb
hackers,23463,plural of hacker,noun
jets,23464,plural of jet,noun
juntarse,23465,to combine,verb
lastimarme,23466,to injure,verb
microbios,23467,plural of microbio,noun
peleé,23468,I fighted,verb
pupila,23469,pupil of the eye,noun
renunciaste,23470,you renounced,verb
sostenerlo,23471,to hold,verb
tenista,23472,tennis player,noun
apodos,23473,plural of apodo,noun
armería,23474,armoury/armory,noun
complaciente,23475,complaisant (willing to do what pleases others),adj
complementario,23476,complementary,adj
destituido,23477,dismissed,verb
ermitaño,23478,hermit,noun
estilista,23479,distinguished writer,noun
firman,23480,they sign,verb
honorables,23481,plural of honorable,adj
incrementó,23482,he incremented; she incremented; it incremented,verb
milosevic,23483,,
modestos,23484,masculine plural of modesto,adj
representativas,23485,feminine plural of representativo,adj
solicité,23486,I requested,verb
sospechado,23487,suspected,verb
apresuró,23488,he quickened; she quickened; it quickened,verb
boxeadores,23489,plural of boxeador,noun
colombo,23490,,
condiciona,23491,he conditions; she conditions; it conditions,verb
cínica,23492,female equivalent of cínico,noun
derroche,23493,"waste, dissipation",noun
desinterés,23494,disinterest,noun
elixir,23495,alternative spelling of elíxir,noun
epinefrina,23496,"epinephrine, adrenaline",noun
exento,23497,first-person singular present indicative of exentar,verb
filtró,23498,he filtered; she filtered; it filtered,verb
follón,23499,"squib, dud (a rocket that fails to detonate)",noun
ganarlo,23500,to gain,verb
hilera,23501,"row, windrow",noun
imperios,23502,plural of imperio,noun
monedero,23503,"purse, wallet",noun
moví,23504,I moved,verb
rebotes,23505,you bounce,verb
suspendidos,23506,masculine plural of suspendido,verb
sótanos,23507,I dance,verb
tez,23508,complexion,noun
abramos,23509,we open,verb
acierta,23510,he hits; she hits; it hits,verb
alquitrán,23511,"tar, pitch",noun
beto,23512,,
estéticas,23513,plural of estética,noun
generados,23514,masculine plural of generado,verb
ideado,23515,devised,verb
infamia,23516,infamy,noun
invasor,23517,invader,noun
lame,23518,he licks; she licks; it licks,verb
pastora,23519,dough; cash,noun
unirán,23520,they will unite,verb
acreditación,23521,accreditation; licence,noun
alubias,23522,plural of alubia,noun
cerezo,23523,cherry tree,noun
cifrado,23524,valued,verb
desilusionado,23525,disillusioned,verb
dictaduras,23526,plural of dictadura,noun
fusibles,23527,plural of fusible,noun
hereje,23528,heretic,noun
posgrado,23529,postgraduate study,noun
respirador,23530,respirator (a device designed to allow breathing when it would otherwise be hindered),noun
separarme,23531,to separate,verb
sobrenombre,23532,"nickname, sobriquet",noun
sollozos,23533,plural of sollozo,noun
viajas,23534,you travel,verb
aproveché,23535,I maked use of,verb
bajaremos,23536,we will go down,verb
cabinas,23537,plural of cabina,noun
canté,23538,I singed,verb
desertores,23539,plural of desertor,noun
dobló,23540,he folded; she folded; it folded,verb
escapes,23541,you escape,verb
fanatismo,23542,fanaticism,noun
guardados,23543,masculine plural of guardado,verb
informarles,23544,to inform,verb
palmo,23545,"span, handspan (an informal unit of length based on a hand's width)",noun
prolongó,23546,he prolonged; she prolonged; it prolonged,verb
tosca,23547,tuff,noun
troll,23548,alternative form of trol (“fantasy”),noun
tumulto,23549,"tumult, riot, mayhem",noun
túmbate,23550,,
asombrosos,23551,masculine plural of asombroso,adj
beige,23552,alternative form of beis,noun
bolonia,23553,,
comisarios,23554,plural of comisario,noun
cuidada,23555,feminine singular of cuidado,verb
demostrarte,23556,to show,verb
derretido,23557,concrete,noun
descabellado,23558,scalped,verb
elaboradas,23559,feminine plural of elaborado,verb
enfrento,23560,I confront,verb
establecía,23561,I established,verb
faltará,23562,he will be lacking; she will be lacking; it will be lacking,verb
husmear,23563,to track by smell,verb
indumentaria,23564,clothing,noun
lamentarás,23565,you will lament,verb
maris,23566,plural of mari,noun
partidista,23567,partisan,noun
ponerles,23568,to put,verb
quiosco,23569,kiosk,noun
reparten,23570,they share,verb
trasto,23571,"piece of junk, thing, gizmo",noun
visualizar,23572,to visualize,verb
alterna,23573,he alternates; she alternates; it alternates,verb
aproximarse,23574,to approach,verb
apurada,23575,feminine singular of apurado,verb
brindó,23576,he toasted; she toasted; it toasted,verb
cháchara,23577,"chatter, babble",noun
destacaron,23578,they emphasized,verb
guió,23579,,
herejes,23580,plural of hereje,noun
holgazán,23581,"loafer, sluggard, lazybones, slacker, idler",noun
mochilas,23582,plural of mochila,noun
propulsores,23583,plural of propulsor,noun
publicitarias,23584,plural of publicitaria,noun
simposio,23585,symposium,noun
subiremos,23586,we will go up or come up,verb
traba,23587,catch (concealed difficulty),noun
av,23588,abbreviation of avenida,noun
cueros,23589,plural of cuero,noun
deseó,23590,he wished; she wished; it wished,verb
embrujado,23591,bewitched,verb
exagera,23592,he exaggerates; she exaggerates; it exaggerates,verb
funcionaban,23593,they worked,verb
hallo,23594,I find something,verb
limitaba,23595,I limited,verb
llosa,23596,,
maceta,23597,flowerpot,noun
magnetismo,23598,magnetism (the property of being magnetic),noun
marisco,23599,edible shellfish or alga,noun
mausoleo,23600,mausoleum,noun
nordeste,23601,northeast,noun
parejo,23602,level,adj
picados,23603,masculine plural of picado,verb
restaurado,23604,restored,verb
tiernas,23605,feminine plural of tierno,adj
azaña,23606,,
casona,23607,augmentative of casa,noun
colación,23608,"light meal, collation, snack",noun
descargando,23609,unloading,verb
diminutas,23610,feminine plural of diminuto,adj
elaboró,23611,he maked; she maked; it maked,verb
encendiendo,23612,lighting,verb
entusiasmados,23613,masculine plural of entusiasmado,verb
estructuración,23614,"structuring, organization",noun
formatos,23615,plural of formato,noun
limpiarte,23616,to clean,verb
peleaste,23617,you fighted,verb
reparo,23618,"qualm, objection, cavil, demur, compunction",noun
rutinas,23619,plural of rutina,noun
ventricular,23620,ventricular,adj
arrancaron,23621,they pulled out,verb
averiado,23622,breaked,verb
hipotética,23623,feminine singular of hipotético,adj
impartir,23624,to impart,verb
insinuó,23625,he insinuated; she insinuated; it insinuated,verb
leblanc,23626,,
lloriquear,23627,to cry a little,verb
perdiz,23628,partridge,noun
popó,23629,butt,noun
respiratorios,23630,masculine plural of respiratorio,adj
sedes,23631,you sedate,verb
vació,23632,he emptied; she emptied; it emptied,verb
cantón,23633,"canton, district",noun
contrapunto,23634,counterpoint,noun
desaparecerán,23635,they will disappear,verb
festividad,23636,festivity,noun
ganados,23637,masculine plural of ganado,verb
medianos,23638,I mediate,verb
miau,23639,meow,noun
muchachita,23640,jailbait,noun
noviazgo,23641,a relationship with a boyfriend or girlfriend (can be same-sex),noun
ofenderte,23642,to offend,verb
paulette,23643,,
pesquera,23644,fish company,noun
quitármelo,23645,infinitive of quitar combined with indirect object me and direct object lo,verb
remitente,23646,sender (someone who sends),noun
carismático,23647,charismatic,adj
colar,23648,to sift,verb
descalzos,23649,masculine plural of descalzo,adj
diagnosticado,23650,diagnosed,verb
gestores,23651,plural of gestor,noun
indeseable,23652,undesirable,adj
mole,23653,"hunk, chunk, slab (thing of large size or quantity)",noun
orozco,23654,,
peleaban,23655,they fighted,verb
polanco,23656,,
pronunciada,23657,feminine singular of pronunciado,verb
retiré,23658,I removed,verb
arqueológicos,23659,masculine plural of arqueológico,adj
botánica,23660,botany,noun
budín,23661,pudding (sweet or salty) or budino,noun
buzo,23662,diver (someone who dives underwater),noun
carvajal,23663,,
conservando,23664,conserving,verb
crash,23665,crash,noun
decenios,23666,plural of decenio,noun
despeja,23667,he clears; she clears; it clears,verb
desventajas,23668,you put at a disadvantage,verb
erguido,23669,towered over,verb
erupciones,23670,you erupt,verb
escribano,23671,"court clerk, notary",noun
ignoró,23672,he noted know; she noted know; it noted know,verb
ofendida,23673,feminine singular of ofendido,verb
oportunista,23674,opportunist,noun
pausas,23675,you pause,verb
pd,23676,,
pedirán,23677,they will ask for something,verb
raqueta,23678,racket,noun
tipa,23679,a South American tree of species Tipuana tipu,noun
traídos,23680,masculine plural of traído,verb
acelerada,23681,feminine singular of acelerado,verb
atómicas,23682,feminine plural of atómico,adj
consumía,23683,I consumed,verb
firmantes,23684,plural of firmante,noun
hidráulica,23685,hydraulics,noun
inesperados,23686,masculine plural of inesperado,adj
padecía,23687,I suffered,verb
padrinos,23688,plural of padrino,noun
piero,23689,,
psicoanalista,23690,psychoanalyst,noun
sindicalistas,23691,plural of sindicalista,noun
tirarla,23692,to throw,verb
adriano,23693,,
culmina,23694,he culminates; she culminates; it culminates,verb
folklore,23695,alternative spelling of folclore,noun
institutriz,23696,governess,noun
inventamos,23697,we invented,verb
karina,23698,,
loquero,23699,a shrink (psychologist or psychiatrist),noun
primeramente,23700,firstly,adv
respectivo,23701,respective,adj
respetamos,23702,we respected,verb
sexista,23703,sexist,noun
westminster,23704,,
zac,23705,,
cochino,23706,"pig, hog",noun
cuarzo,23707,quartz (mineral),noun
desplegado,23708,deployed,verb
farmacéuticas,23709,plural of farmacéutica,noun
limpiamente,23710,cleanly,adv
mejillones,23711,plural of mejillón,noun
musculoso,23712,"muscular, brawny",adj
neta,23713,"true, legit",noun
pagadas,23714,feminine plural of pagado,verb
portera,23715,female equivalent of portero,noun
preferiblemente,23716,preferably,adv
romperte,23717,to break,verb
touchdown,23718,touchdown,noun
traicioné,23719,I betrayed,verb
viviste,23720,you lived,verb
adrede,23721,on purpose,adv
autodefensa,23722,self-defence,noun
callos,23723,tripes (used as food),noun
cautivos,23724,plural of cautivo,noun
chaco,23725,farm,noun
configuran,23726,they form,verb
culpan,23727,they blame,verb
estrangular,23728,to strangle,verb
imponía,23729,I imposed,verb
muéstrales,23730,you show,verb
odiarte,23731,to hate,verb
recomendaría,23732,I would recommend,verb
reunían,23733,they gathered,verb
suplentes,23734,plural of suplente,noun
arrancando,23735,pulling out,verb
caprichoso,23736,"whimsical, capricious, wayward",adj
configura,23737,he forms; she forms; it forms,verb
devora,23738,he devours; she devours; it devours,verb
encajaba,23739,I inserted,verb
evocación,23740,evocation,noun
excede,23741,he exceeds; she exceeds; it exceeds,verb
marginado,23742,outsider,noun
portan,23743,they bear,verb
prometía,23744,I promised,verb
reventado,23745,bursted,verb
sonoras,23746,feminine plural of sonoro,adj
virtuales,23747,plural of virtual,adj
voceros,23748,plural of vocero,noun
avispas,23749,you spur on,verb
azafrán,23750,saffron crocus (Crocus sativus),noun
cojonudo,23751,"great, brilliant, ballsy",adj
comendador,23752,commander,noun
conmemorar,23753,to commemorate,verb
contratando,23754,contracting,verb
coyotes,23755,plural of coyote,noun
descalza,23756,he takes off; she takes off; it takes off,verb
destruiría,23757,I would destroy,verb
enviarlos,23758,to send,verb
falsamente,23759,falsely,adv
lot,23760,,
mordedura,23761,bite,noun
ochocientos,23762,eight hundred,num
piadoso,23763,pious,adj
pimentón,23764,paprika,noun
talco,23765,talc,noun
testaruda,23766,feminine singular of testarudo,adj
volcó,23767,he upseted; she upseted; it upseted,verb
aplastó,23768,he crushed; she crushed; it crushed,verb
apreciaba,23769,I appreciated,verb
arriesgo,23770,I venture,verb
autonómicos,23771,masculine plural of autonómico,adj
autopsias,23772,plural of autopsia,noun
corriste,23773,you runed,verb
dedicaron,23774,they dedicated,verb
desasosiego,23775,"anxiety, distress",noun
flagrante,23776,flagrant,adj
leñador,23777,"lumberjack, logger, woodcutter (person whose work is to fell trees)",noun
planeaste,23778,you planed,verb
respalda,23779,he supports; she supports; it supports,verb
seguirían,23780,they would follow,verb
sudoroso,23781,sweaty (having a tendency to sweat),adj
tabasco,23782,Tabasco; Tabasco sauce,noun
arranco,23783,I pull out,verb
baldosas,23784,plural of baldosa,noun
bisabuela,23785,great-grandmother (female equivalent of bisabuelo),noun
eduard,23786,,
faraday,23787,,
iberoamericana,23788,female equivalent of iberoamericano,noun
imperiales,23789,plural of imperial,adj
inestables,23790,plural of inestable,adj
levantaré,23791,I will lift,verb
perturbada,23792,feminine singular of perturbado,verb
renunciaré,23793,I will renounce,verb
velatorio,23794,wake (for the dead),noun
volcar,23795,to upset,verb
acoplamiento,23796,joining,noun
apareamiento,23797,"mating, pairing",noun
artificialmente,23798,artificially,adv
asustarla,23799,to scare,verb
atracar,23800,to berth,verb
chocado,23801,crashed,verb
clóset,23802,closet,noun
comprimido,23803,a small pill,noun
diferencian,23804,they differentiate,verb
gruta,23805,"grotto, (small) cave",noun
hallaremos,23806,we will find something,verb
lactancia,23807,breastfeeding,noun
navíos,23808,plural of navío,noun
produciría,23809,I would produce,verb
resignado,23810,resigned,verb
retrovisor,23811,rear-view mirror (mirror in a vehicle giving view of the traffic behind),noun
tardas,23812,you delay,verb
tatiana,23813,,
adversas,23814,second-person singular present indicative of adversar,verb
aerosol,23815,aerosol (gaseous or airborne cloud of particulate matter),noun
aguardar,23816,to wait,verb
alegraría,23817,I would make happy,verb
anchura,23818,"width, breadth",noun
até,23819,I tied,verb
bellísimo,23820,superlative degree of bello: very beautiful,adj
catálogos,23821,plural of catálogo,noun
ci,23822,,
compartes,23823,you share,verb
derrotada,23824,feminine singular of derrotado,verb
escupió,23825,he spited; she spited; it spited,verb
ganchos,23826,plural of gancho,noun
hervido,23827,boiling,noun
humillarme,23828,to humiliate,verb
inseparable,23829,lovebird (Agapornis),noun
jesuita,23830,Jesuit,noun
limpiamos,23831,we cleaned,verb
lopez,23832,,
prepararon,23833,they prepared,verb
pus,23834,pus,noun
reducirse,23835,to reduce,verb
sufres,23836,you suffer,verb
yodo,23837,iodine,noun
apoyaré,23838,I will lean,verb
celebradas,23839,feminine plural of celebrado,verb
cruzo,23840,I cross,verb
decirselo,23841,,
descendente,23842,"descending, downward",adj
desempeñado,23843,holded,verb
engranaje,23844,"gears, gear train, transmission (machine consisting of interconnected gear wheels)",noun
gaceta,23845,gazette; newspaper,noun
galo,23846,Gaulish (Celtic language),noun
java,23847,,
leticia,23848,,
orienta,23849,he orients; she orients; it orients,verb
prendida,23850,feminine singular of prendido,verb
recuperarme,23851,to recover,verb
rudos,23852,plural of rudo,noun
tapones,23853,you plug,verb
acampada,23854,camping (recreational activity),noun
adjunta,23855,he encloses; she encloses; it encloses,verb
alquilé,23856,I rented,verb
barranquilla,23857,,
detestable,23858,detestable,adj
entrevistados,23859,masculine plural of entrevistado,verb
escáneres,23860,plural of escáner,noun
extensas,23861,feminine plural of extenso,adj
nazareno,23862,Nazarene,noun
ostra,23863,oyster,noun
palpable,23864,palpable,adj
partía,23865,I divided,verb
paños,23866,plural of paño,noun
rosalía,23867,,
sonata,23868,sonata,noun
toga,23869,"gown; (ceremonial) robe (worn by a lawyer, judge, graduate, professor etc.)",noun
varonil,23870,manly,adj
yeti,23871,yeti,noun
apostamos,23872,we beted,verb
apta,23873,inflection of aptar:,verb
arzalluz,23874,,
colocaba,23875,I placed,verb
cálidas,23876,feminine plural of cálido,adj
dividió,23877,he divided; she divided; it divided,verb
hagamoslo,23878,,
indemnizaciones,23879,plural of indemnización,noun
pancartas,23880,plural of pancarta,noun
pictórica,23881,feminine singular of pictórico,adj
rebanadas,23882,feminine plural of rebanado,verb
saigón,23883,,
seleccionador,23884,selector,noun
vendidas,23885,feminine plural of vendido,verb
aprovecho,23886,I make use of,verb
ayudarse,23887,to help,verb
criminalidad,23888,"criminality, crime",noun
ejecutó,23889,he executed; she executed; it executed,verb
elijas,23890,you choose,verb
estrellarse,23891,to smash,verb
greenwich,23892,,
lombrices,23893,plural of lombriz,noun
misas,23894,you attend mass,verb
pandillero,23895,"gangster, gang member",noun
puertorriqueña,23896,female equivalent of puertorriqueño,noun
sioux,23897,Sioux,noun
síndromes,23898,plural of síndrome,noun
violan,23899,they violate,verb
abusivo,23900,"abusive (practising, containing or being an abuse)",adj
adoptivos,23901,masculine plural of adoptivo,adj
aprobará,23902,he will approve; she will approve; it will approve,verb
arrojando,23903,throwing,verb
buzos,23904,plural of buzo,noun
caseras,23905,plural of casera,noun
derrama,23906,allotment (of money to be paid by a group of people),noun
encargarnos,23907,to entrust,verb
enriquecido,23908,enriched,verb
granma,23909,,
iniciados,23910,masculine plural of iniciado,verb
nubosidad,23911,cloudiness,noun
pondrían,23912,they would put,verb
sirio,23913,Syrian (A person from Syria or of Syrian descent),noun
tenedores,23914,plural of tenedor,noun
tj,23915,,
traerás,23916,you will bring,verb
vilo,23917,only used in en vilo (in the air; in suspense),noun
admitiendo,23918,accepting,verb
aeronáutica,23919,aeronautics,noun
completada,23920,party or meeting where they eat completos (hot-dogs),noun
declaraba,23921,I declared,verb
dolorido,23922,"sore, hurting, painful",adj
imitaciones,23923,plural of imitación,noun
lupita,23924,,
nitrato,23925,nitrate,noun
padecido,23926,suffered,verb
publicará,23927,he will publish; she will publish; it will publish,verb
recargar,23928,to reload,verb
relajarnos,23929,to relax,verb
schumacher,23930,,
acontece,23931,he comes to pass; she comes to pass; it comes to pass,verb
adoptan,23932,they adopt,verb
bajarlo,23933,to go down,verb
corporativos,23934,masculine plural of corporativo,adj
donó,23935,he donated; she donated; it donated,verb
estanterías,23936,plural of estantería,noun
existirá,23937,he will exist; she will exist; it will exist,verb
hiedra,23938,ivy,noun
inclinaciones,23939,plural of inclinación,noun
introducirse,23940,to insert,verb
jocelyn,23941,,
lavé,23942,I washed,verb
neón,23943,neon,noun
tramas,23944,you plot,verb
aconsejar,23945,to advise,verb
amaste,23946,you loved,verb
arbitraria,23947,feminine singular of arbitrario,adj
bibliotecario,23948,professional librarian,noun
bolo,23949,bowling pin,noun
centran,23950,they focus,verb
chiquillos,23951,plural of chiquillo,noun
compartirla,23952,to share,verb
concesionario,23953,dealership,noun
coordinado,23954,coordinated,verb
culito,23955,remains of a liquid at the bottom of a container,noun
ebullición,23956,boiling,noun
entendían,23957,they understanded,verb
espermatozoides,23958,plural of espermatozoide,noun
inherentes,23959,plural of inherente,adj
librarnos,23960,to save,verb
parajes,23961,plural of paraje,noun
peláez,23962,,
rectángulo,23963,rectangle,noun
resina,23964,resin,noun
simplificar,23965,to simplify,verb
sobreviviré,23966,I will survive,verb
terratenientes,23967,plural of terrateniente,noun
aceleró,23968,he accelerated; she accelerated; it accelerated,verb
antecesor,23969,predecessor,noun
azúcares,23970,plural of azúcar,noun
bastar,23971,to be enough,verb
devastada,23972,feminine singular of devastado,verb
foral,23973,"local government, fuero",adj
indiferentes,23974,plural of indiferente,adj
insultó,23975,he insulted; she insulted; it insulted,verb
nicho,23976,niche,noun
organizarse,23977,to organize,verb
quilates,23978,you synonym of aquilatar,verb
resistirme,23979,to tolerate,verb
retenerlo,23980,to retain,verb
spears,23981,,
acostumbrarás,23982,you will accustom,verb
camareras,23983,plural of camarera,noun
coagulación,23984,coagulation,noun
comillas,23985,plural of comilla,noun
cápita,23986,see per cápita,noun
electromagnético,23987,electromagnetic,adj
electrón,23988,electron,noun
emerger,23989,to emerge,verb
esquizofrénico,23990,schizophrenic,noun
exaltado,23991,exalted,verb
gobernabilidad,23992,governability,noun
helsinki,23993,,
lucrativo,23994,"lucrative, profitable",adj
milos,23995,,
pipas,23996,you smoke in a pipe,verb
rectitud,23997,rectitude,noun
sen,23998,senna,noun
sorprendieron,23999,they surprised,verb
ácida,24000,feminine singular of ácido,adj
atañe,24001,he corresponds; she corresponds; it corresponds,verb
barre,24002,I mud,verb
chivato,24003,a snitch; telltale; informer; stool pigeon,noun
compatibilidad,24004,compatibility,noun
cortocircuito,24005,short circuit,noun
fanfarrón,24006,"swaggerer, show-off",noun
gravitacional,24007,gravitational,adj
jazmín,24008,jasmine,noun
kessler,24009,,
membranas,24010,plural of membrana,noun
pormenores,24011,plural of pormenor: circumstances,noun
recluso,24012,prisoner,noun
sacudido,24013,shaked off,verb
accesorio,24014,"accessory equipment, appurtenance",noun
ampolla,24015,blister,noun
comprenderás,24016,you will understand,verb
efímero,24017,ephemeral,adj
forzoso,24018,"obligatory, compulsory",adj
guatemaltecos,24019,plural of guatemalteco,noun
irreparable,24020,irreparable,adj
luche,24021,hopscotch,noun
sacaban,24022,they put out,verb
santiamén,24023,"jiffy, jiff, flash, short time, moment, lickety-split",noun
sapos,24024,plural of sapo,noun
arroyos,24025,plural of arroyo,noun
chantajeando,24026,blackmailing,verb
copos,24027,plural of copo,noun
desgarrado,24028,teared,verb
devolverla,24029,to return,verb
encogió,24030,he shrinked; she shrinked; it shrinked,verb
fichado,24031,clocked in,verb
golpiza,24032,"beating, bashing",noun
incomodo,24033,uncomfort; uncomfortableness,noun
juzgarme,24034,to judge,verb
lasa,24035,feminine singular of laso,adj
particularidad,24036,particularity,noun
reflejaba,24037,I reflected,verb
vergara,24038,,
voluntades,24039,plural of voluntad,noun
encantaban,24040,they charmed,verb
fecundación,24041,fertilization,noun
frutales,24042,you fruit,verb
ileso,24043,unharmed,adj
imponiendo,24044,imposing,verb
indeseables,24045,plural of indeseable,adj
leningrado,24046,,
mirarlos,24047,to look at,verb
mutilado,24048,mutilated,verb
navega,24049,he navigates; she navigates; it navigates,verb
penetrado,24050,penetrated,verb
picadillo,24051,salad (made of chopped food),noun
quehaceres,24052,plural of quehacer,noun
rubios,24053,plural of rubio,noun
surcos,24054,plural of surco,noun
verter,24055,to pour,verb
visón,24056,mink,noun
vámos,24057,,
adoptiva,24058,feminine singular of adoptivo,adj
advertía,24059,I warned,verb
alcanzaré,24060,I will reach,verb
aludido,24061,alluded,verb
bolera,24062,bowling alley,noun
caber,24063,to fit,verb
cabronazo,24064,"a sharp blow, punch or strike; thump; thwack; whack; bash",noun
cancún,24065,,
cobraba,24066,I charged,verb
contraposición,24067,contraposition,noun
echeverría,24068,,
esperarán,24069,they will hope,verb
