lemma,rank,translation_pass1,translation_pass2,translation_final,pos_final,flags_pass1,flags_pass2,pass,repaired
alzheimer,13979,"Alzheimer""s disease",,"Alzheimer""s disease",noun,,,1,False
bs,13980,kiss,,kiss,phrase,,,1,False
complot,13981,plot; conspiracy,,plot; conspiracy,noun,,,1,False
continentes,13982,continent,,continent,noun,,,1,False
destruirá,13983,he will destroy; she will destroy; it will destroy,,he will destroy; she will destroy; it will destroy,verb,,,1,False
irían,13984,they would go,,they would go,verb,,,1,False
preferirías,13986,you would prefer,,you would prefer,verb,,,1,False
átomo,13987,atom,,atom,noun,,,1,False
folletos,13988,pamphlet; brochure,,pamphlet; brochure,noun,,,1,False
ofrenda,13989,offering; sacrifice,,offering; sacrifice,noun,,,1,False
ribera,13990,bank,,bank,noun,,,1,False
peli,13991,film; movie,,film; movie,noun,,,1,False
resta,13995,subtraction,,subtraction,noun,,,1,False
escaños,13997,seat,,seat,noun,,,1,False
producidos,13998,produced,,produced,adj,,,1,False
invasores,13999,invasive,,invasive,adj,,,1,False
olvidará,14000,he will forget; she will forget; it will forget,,he will forget; she will forget; it will forget,verb,,,1,False
pitido,14001,beep; whistle,,beep; whistle,noun,,,1,False
asesoramiento,14004,advice; counsel,,advice; counsel,noun,,,1,False
roles,14005,role,,role,noun,,,1,False
cubos,14006,cube,,cube,noun,,,1,False
fascinación,14007,fascination,,fascination,noun,,,1,False
asaltos,14008,assault,,assault,noun,,,1,False
mutantes,14009,mutant,,mutant,adj,,,1,False
providencia,14010,providence,,providence,noun,,,1,False
satisfactorio,14011,satisfactory,,satisfactory,adj,,,1,False
abatido,14012,abject; discouraged,,abject; discouraged,adj,,,1,False
cuadrante,14013,quadrant,,quadrant,noun,,,1,False
discretamente,14014,tactfully,,tactfully,adv,,,1,False
anexo,14016,attached,,attached,adj,,,1,False
cargados,14017,loaded,,loaded,adj,,,1,False
cuidará,14018,he will look after; she will look after; it will look after,,he will look after; she will look after; it will look after,verb,,,1,False
desconocidas,14019,unknown; undisclosed; unbeknownst,,unknown; undisclosed; unbeknownst,adj,,,1,False
primarias,14020,first round of elections,,first round of elections,noun,,,1,False
trineo,14021,sled; sleigh,,sled; sleigh,noun,,,1,False
clínicos,14024,clinical,,clinical,adj,,,1,False
sarcasmo,14026,sarcasm,,sarcasm,noun,,,1,False
teóricamente,14027,theoretically,,theoretically,adv,,,1,False
contestas,14029,reply; answer,,reply; answer,noun,,,1,False
lunas,14031,moon,,moon,noun,,,1,False
petrolera,14033,oil company,,oil company,noun,,,1,False
polacos,14034,Polish,,Polish,adj,,,1,False
yogur,14035,yogurt,,yogurt,noun,,,1,False
entenderse,14036,to understand,,to understand,verb,,,1,False
estéis,14037,you are,,you are,verb,,,1,False
inicios,14038,start; initiation,,start; initiation,noun,,,1,False
positivamente,14039,positively,,positively,adv,,,1,False
verificación,14040,verification,,verification,noun,,,1,False
vidrios,14041,glass,,glass,noun,,,1,False
vicario,14043,vicar,,vicar,noun,,,1,False
inseguro,14044,unsure; uncertain,,unsure; uncertain,adj,,,1,False
prieto,14045,black,,black,adj,,,1,False
rebaja,14046,sale,,sale,noun,,,1,False
retirarme,14047,to remove,,to remove,verb,,,1,False
salvarse,14048,to save,,to save,verb,,,1,False
capucha,14049,hood,,hood,noun,,,1,False
carnada,14050,bait,,bait,noun,,,1,False
gigantesca,14051,gigantic; gigantesque; of a giant,,gigantic; gigantesque; of a giant,adj,,,1,False
recibirás,14052,you will receive,,you will receive,verb,,,1,False
abdominales,14053,series of any abdominal exercises,,series of any abdominal exercises,noun,,,1,False
tristemente,14054,sadly,,sadly,adv,,,1,False
comités,14056,committee,,committee,noun,,,1,False
consideradas,14057,considerate,,considerate,adj,,,1,False
mercenarios,14059,hired,,hired,adj,,,1,False
dispuestas,14061,game; down; ready; willing,,game; down; ready; willing,adj,,,1,False
gobernadores,14063,governor,,governor,adj,,,1,False
informados,14065,informed; aware of,,informed; aware of,adj,,,1,False
paradigma,14066,paradigm,,paradigm,noun,,,1,False
pasarás,14067,you will pass,,you will pass,verb,,,1,False
promotor,14068,promoting,,promoting,adj,,,1,False
confortable,14072,comfortable,,comfortable,adj,,,1,False
despiadado,14073,ruthless; pitiless; merciless; cutthroat,,ruthless; pitiless; merciless; cutthroat,adj,,,1,False
eliminados,14074,eliminated,,eliminated,adj,,,1,False
orgánicos,14075,organic,,organic,adj,,,1,False
prolongada,14076,extended; prolonged; protracted,,extended; prolonged; protracted,adj,,,1,False
querella,14077,lawsuit,,lawsuit,noun,,,1,False
aceitunas,14079,olive-colored,,olive-colored,adj,,,1,False
broche,14081,clasp; brooch,,clasp; brooch,noun,,,1,False
humildes,14082,humble,,humble,adj,,,1,False
retención,14084,retention,,retention,noun,,,1,False
vasto,14085,vast,,vast,adj,,,1,False
aprieto,14086,jam; bind; spot; predicament,,jam; bind; spot; predicament,noun,,,1,False
corregido,14087,corrected,,corrected,adj,,,1,False
neumático,14089,pneumatic,,pneumatic,adj,,,1,False
presentadas,14090,presented,,presented,adj,,,1,False
salte,14091,you go out,,you go out,verb,,,1,False
comparecencia,14093,appearance,,appearance,noun,,,1,False
gritas,14095,shouting match,,shouting match,noun,,,1,False
pintada,14097,paint; painting,,paint; painting,noun,,,1,False
acompañados,14099,side dish,,side dish,noun,,,1,False
suburbios,14102,suburb,,suburb,noun,,,1,False
lanzador,14103,pitcher,,pitcher,noun,,,1,False
prestada,14104,lent; loaned,,lent; loaned,adj,,,1,False
adorno,14105,ornament; adornment; decoration,,ornament; adornment; decoration,noun,,,1,False
anticuerpos,14106,antibody,,antibody,noun,,,1,False
detonador,14108,detonating,,detonating,adj,,,1,False
ganaré,14109,I will gain,,I will gain,verb,,,1,False
próximamente,14111,soon; shortly,,soon; shortly,adv,,,1,False
sucesivos,14112,successive,,successive,adj,,,1,False
abastecimiento,14113,supply; provision,,supply; provision,noun,,,1,False
ansiosos,14114,anxious,,anxious,adj,,,1,False
formular,14117,to formulate,,to formulate,verb,,,1,False
heroico,14118,heroic,,heroic,adj,,,1,False
opinar,14119,to think,,to think,verb,,,1,False
aro,14121,hoop,,hoop,noun,,,1,False
atacados,14122,affronted,,affronted,adj,,,1,False
ayudaremos,14123,we will help,,we will help,verb,,,1,False
propinas,14124,tip; gratuity,,tip; gratuity,noun,,,1,False
colada,14125,laundry; washing,,laundry; washing,noun,,,1,False
identificados,14126,identified,,identified,adj,,,1,False
admirar,14127,to admire,,to admire,verb,,,1,False
galileo,14128,Galilean,,Galilean,adj,,,1,False
latinoamericana,14130,Latin American,,Latin American,noun,,,1,False
ministerios,14131,ministry,,ministry,noun,,,1,False
paralela,14132,parallel,,parallel,noun,,,1,False
parche,14133,patch,,patch,noun,,,1,False
volverías,14135,you would return,,you would return,verb,,,1,False
recordatorio,14137,reminding,,reminding,adj,,,1,False
amenazar,14138,to threaten,,to threaten,verb,,,1,False
asfalto,14139,asphalt,,asphalt,noun,,,1,False
horrores,14141,terror,,terror,noun,,,1,False
mesías,14142,messiah,,messiah,noun,,,1,False
pañuelos,14143,handkerchief,,handkerchief,noun,,,1,False
anulación,14144,annulment,,annulment,noun,,,1,False
moros,14145,a Moor,,a Moor,noun,,,1,False
patrocinio,14146,sponsorship,,sponsorship,noun,,,1,False
prójimo,14147,neighbour,,neighbour,noun,,,1,False
cartuchos,14148,cartridge,,cartridge,noun,,,1,False
cuidarse,14149,to look after,,to look after,verb,,,1,False
infiltrado,14150,infiltrator,,infiltrator,noun,,,1,False
rastreador,14151,tracker,,tracker,noun,,,1,False
daros,14153,to give,,to give,verb,,,1,False
llamamiento,14154,call; appeal,,call; appeal,noun,,,1,False
pegarme,14155,to stick,,to stick,verb,,,1,False
bandos,14156,side; party; faction,,side; party; faction,noun,,,1,False
bufón,14157,jester,,jester,noun,,,1,False
puerco,14158,pig,,pig,noun,,,1,False
vacunas,14159,bovine,,bovine,adj,,,1,False
comunitarios,14160,community,,community,adj,,,1,False
arrojado,14162,rash,,rash,adj,,,1,False
jurados,14165,sworn in,,sworn in,noun,,,1,False
regalar,14166,to give as a present,,to give as a present,verb,,,1,False
insólito,14168,weird; unusual; strange,,weird; unusual; strange,adj,,,1,False
póker,14171,poker,,poker,noun,,,1,False
serbia,14172,Serbian,,Serbian,noun,,,1,False
tostada,14173,toast,,toast,noun,,,1,False
yegua,14174,mare,,mare,noun,,,1,False
atadas,14176,tied; tied up; tied down,,tied; tied up; tied down,adj,,,1,False
remonta,14181,a re-mount; a fresh horse to ride on,,a re-mount; a fresh horse to ride on,noun,,,1,False
tremendamente,14182,tremendously,,tremendously,adv,,,1,False
facciones,14184,features,,features,noun,,,1,False
iras,14185,ire; anger,,ire; anger,noun,,,1,False
puja,14187,bid,,bid,noun,,,1,False
chavales,14189,kid; boy,,kid; boy,noun,,,1,False
cierres,14190,closing; shutting,,closing; shutting,noun,,,1,False
distritos,14191,district,,district,noun,,,1,False
penitencia,14193,penance,,penance,noun,,,1,False
seguirlo,14194,to follow,,to follow,verb,,,1,False
estimulación,14196,stimulation,,stimulation,noun,,,1,False
prever,14197,to foresee,,to foresee,verb,,,1,False
seducción,14198,seduction,,seduction,noun,,,1,False
comerme,14199,to eat,,to eat,verb,,,1,False
correctos,14200,right; correct,,right; correct,adj,,,1,False
jarabe,14201,syrup,,syrup,noun,,,1,False
acompañarnos,14204,to accompany,,to accompany,verb,,,1,False
comprobación,14206,check; checking; verification; ascertainment,,check; checking; verification; ascertainment,noun,,,1,False
herederos,14207,heir,,heir,noun,,,1,False
liberada,14208,liberated,,liberated,adj,,,1,False
plantel,14209,schoolhouse,,schoolhouse,noun,,,1,False
solitarios,14211,lonely,,lonely,adj,,,1,False
amistosa,14212,friendly,,friendly,adj,,,1,False
entrevistado,14213,interviewee,,interviewee,noun,,,1,False
mitin,14214,rally,,rally,noun,,,1,False
palestino,14215,Palestinian,,Palestinian,adj,,,1,False
prodigio,14217,prodigy,,prodigy,noun,,,1,False
altavoz,14220,speaker; loudspeaker,,speaker; loudspeaker,noun,,,1,False
privilegiada,14222,privileged,,privileged,adj,,,1,False
relajarme,14223,to relax,,to relax,verb,,,1,False
remordimientos,14224,prick; remorse,,prick; remorse,noun,,,1,False
arterias,14226,artery,,artery,noun,,,1,False
atributos,14227,attribute,,attribute,noun,,,1,False
detallado,14229,detailed,,detailed,adj,,,1,False
institucionales,14230,institutional,,institutional,adj,,,1,False
mejoramiento,14231,upgrade; improvement; enhancement,,upgrade; improvement; enhancement,noun,,,1,False
suplente,14233,stand-in; substitute,,stand-in; substitute,adj,,,1,False
heredado,14235,inheritor,,inheritor,noun,,,1,False
iraquí,14236,Iraqi,,Iraqi,adj,,,1,False
jurídicas,14237,juridical,,juridical,adj,,,1,False
ombligo,14238,navel; belly button,,navel; belly button,noun,,,1,False
servilleta,14239,napkin,,napkin,noun,,,1,False
prepararte,14241,to prepare,,to prepare,verb,,,1,False
romperé,14242,I will break,,I will break,verb,,,1,False
tórax,14245,thorax,,thorax,noun,,,1,False
devoto,14247,devout; devoted,,devout; devoted,adj,,,1,False
gozo,14248,joy,,joy,noun,,,1,False
hágame,14249,I do,,I do,verb,,,1,False
ingles,14250,groin,,groin,noun,,,1,False
mandas,14252,vow,,vow,noun,,,1,False
recreación,14253,recreation,,recreation,noun,,,1,False
extraordinarios,14254,extraordinary,,extraordinary,adj,,,1,False
reivindicaciones,14256,claim; demand,,claim; demand,noun,,,1,False
sobornos,14257,bribery,,bribery,noun,,,1,False
apuntado,14258,targeted,,targeted,adj,,,1,False
entregará,14259,he will deliver; she will deliver; it will deliver,,he will deliver; she will deliver; it will deliver,verb,,,1,False
apartados,14260,remote; isolated,,remote; isolated,adj,,,1,False
hazaña,14261,feat; deed,,feat; deed,noun,,,1,False
mixta,14262,mixed,,mixed,adj,,,1,False
sorprendentes,14265,surprising,,surprising,adj,,,1,False
transferencias,14266,transfer,,transfer,noun,,,1,False
enfadar,14268,to anger,,to anger,verb,,,1,False
extorsión,14269,extortion,,extortion,noun,,,1,False
informada,14270,informed; aware of,,informed; aware of,adj,,,1,False
relativas,14272,relative; comparative,,relative; comparative,adj,,,1,False
reuniremos,14273,we will gather,,we will gather,verb,,,1,False
prácticos,14274,practical,,practical,adj,,,1,False
pulgas,14275,flea,,flea,noun,,,1,False
óxido,14276,oxide,,oxide,noun,,,1,False
arrancado,14277,penniless; impoverished,,penniless; impoverished,adj,,,1,False
imaginarlo,14278,to imagine,,to imagine,verb,,,1,False
montada,14279,loaded; rolling in it,,loaded; rolling in it,adj,,,1,False
improvisar,14281,to improvise,,to improvise,verb,,,1,False
indirectamente,14282,indirectly,,indirectly,adv,,,1,False
traga,14284,nerd; a person that studies a lot,,nerd; a person that studies a lot,adj,,,1,False
ubicar,14285,to position,,to position,verb,,,1,False
anticuado,14286,antiquated,,antiquated,adj,,,1,False
cortejo,14287,courtship,,courtship,noun,,,1,False
estiércol,14288,manure,,manure,noun,,,1,False
expresarse,14289,to express,,to express,verb,,,1,False
moribundo,14290,moribund,,moribund,adj,,,1,False
ración,14291,ration,,ration,noun,,,1,False
repetido,14292,repeated,,repeated,adj,,,1,False
retorcido,14293,twisted,,twisted,adj,,,1,False
bacalao,14294,cod,,cod,noun,,,1,False
agotamiento,14296,depletion; exhaustion,,depletion; exhaustion,noun,,,1,False
resultaría,14298,I would result,,I would result,verb,,,1,False
tomados,14301,drunk,,drunk,adj,,,1,False
convulsiones,14302,convulsion,,convulsion,noun,,,1,False
razonar,14305,to reason,,to reason,verb,,,1,False
cargador,14308,loading; charging,,loading; charging,adj,,,1,False
cotización,14309,appraisal; price quote,,appraisal; price quote,noun,,,1,False
deficiencia,14310,deficiency,,deficiency,noun,,,1,False
significados,14312,significant,,significant,adj,,,1,False
denso,14313,dense; thick; heavy,,dense; thick; heavy,adj,,,1,False
dispersión,14314,dispersion,,dispersion,noun,,,1,False
incumbe,14315,he is incumbent; she is incumbent; it is incumbent,,he is incumbent; she is incumbent; it is incumbent,verb,,,1,False
codos,14316,elbow,,elbow,adj,,,1,False
despiertas,14317,awake,,awake,adj,,,1,False
fiera,14318,beast; wild animal,,beast; wild animal,noun,,,1,False
problemático,14320,problem; troubled; problematic; troublesome,,problem; troubled; problematic; troublesome,adj,,,1,False
recepcionista,14321,receptionist,,receptionist,noun,,,1,False
telefónicos,14322,telephonic; pertaining to telephones,,telephonic; pertaining to telephones,adj,,,1,False
bocina,14323,horn,,horn,noun,,,1,False
encantos,14324,charm; captivation,,charm; captivation,noun,,,1,False
estético,14325,aesthetic,,aesthetic,adj,,,1,False
maura,14326,turkey vulture,,turkey vulture,noun,,,1,False
ocuparemos,14327,we will occupy,,we will occupy,verb,,,1,False
bajada,14328,drop; descent,,drop; descent,noun,,,1,False
entrevistar,14330,to interview,,to interview,verb,,,1,False
cantera,14333,quarry,,quarry,noun,,,1,False
informático,14336,computer,,computer,adj,,,1,False
peniques,14337,penny,,penny,noun,,,1,False
cambiarse,14339,to change,,to change,verb,,,1,False
diferenciar,14340,to differentiate,,to differentiate,verb,,,1,False
leves,14342,mild; light; slight,,mild; light; slight,adj,,,1,False
quirúrgica,14343,surgical,,surgical,adj,,,1,False
relajación,14344,relaxation,,relaxation,noun,,,1,False
plásticos,14346,plastic,,plastic,adj,,,1,False
inquietudes,14347,inquietude; restlessness,,inquietude; restlessness,noun,,,1,False
nazca,14348,I am born,,I am born,verb,,,1,False
enfado,14349,anger,,anger,noun,,,1,False
gore,14351,splatter,,splatter,noun,,,1,False
lagarto,14353,lizard,,lizard,noun,,,1,False
modas,14354,fashion,,fashion,noun,,,1,False
patronal,14355,patron saint,,patron saint,adj,,,1,False
aras,14356,altar,,altar,noun,,,1,False
cataratas,14357,cataract; waterfall,,cataract; waterfall,noun,,,1,False
crianza,14358,upbringing,,upbringing,noun,,,1,False
envejecer,14359,to get old,,to get old,verb,,,1,False
barbaridad,14362,barbarity,,barbarity,noun,,,1,False
borra,14363,young female sheep,,young female sheep,noun,,,1,False
disparate,14364,nonsense,,nonsense,noun,,,1,False
espinosa,14365,spiny; thorny,,spiny; thorny,adj,,,1,False
fueses,14366,you went,,you went,verb,,,1,False
ganaría,14367,I would gain,,I would gain,verb,,,1,False
arbusto,14369,bush; shrub,,bush; shrub,noun,,,1,False
gerencia,14370,management,,management,noun,,,1,False
sembrar,14371,to plant,,to plant,verb,,,1,False
sexos,14372,sex,,sex,noun,,,1,False
cínico,14376,cynic; cynical,,cynic; cynical,adj,,,1,False
pararlo,14377,to stop,,to stop,verb,,,1,False
amenazada,14378,threatened,,threatened,adj,,,1,False
estirar,14379,to stretch,,to stretch,verb,,,1,False
forzados,14381,forced; forcible,,forced; forcible,adj,,,1,False
momia,14382,mummy,,mummy,noun,,,1,False
bajito,14383,short,,short,adj,,,1,False
feos,14385,ugly,,ugly,adj,,,1,False
mudarnos,14386,to move,,to move,verb,,,1,False
paré,14387,similar,,similar,adj,,,1,False
riguroso,14388,rigorous,,rigorous,adj,,,1,False
arquero,14389,archer,,archer,noun,,,1,False
florentino,14390,Florentine,,Florentine,adj,,,1,False
marcados,14391,marked; pronounced,,marked; pronounced,adj,,,1,False
perteneciente,14394,[with a ‘someone; something’] belonging to,,[with a ‘someone; something’] belonging to,adj,,,1,False
anticipo,14396,advance,,advance,noun,,,1,False
cuadernos,14398,notebook,,notebook,noun,,,1,False
fantásticos,14400,fantastic,,fantastic,adj,,,1,False
plus,14401,bonus,,bonus,noun,,,1,False
tecnológicos,14402,technological,,technological,adj,,,1,False
aumentos,14405,increase,,increase,noun,,,1,False
extravagante,14407,extravagant,,extravagant,adj,,,1,False
jubilados,14408,retired,,retired,adj,,,1,False
funerales,14410,funerary,,funerary,adj,,,1,False
paramédicos,14411,paramedic,,paramedic,noun,,,1,False
cano,14413,hoary; grey-haired; white-haired,,hoary; grey-haired; white-haired,adj,,,1,False
estofado,14414,stew,,stew,noun,,,1,False
mudarte,14415,to move,,to move,verb,,,1,False
palco,14416,box; loge; balcony,,box; loge; balcony,noun,,,1,False
celta,14418,Celtic,,Celtic,adj,,,1,False
futbolistas,14419,footballer; soccer player; football player,,footballer; soccer player; football player,noun,,,1,False
salada,14420,salty,,salty,adj,,,1,False
trataría,14421,I would treat,,I would treat,verb,,,1,False
uf,14422,ugh; oof,,ugh; oof,intj,,,1,False
aldeas,14423,village,,village,noun,,,1,False
anonimato,14424,anonymity,,anonymity,noun,,,1,False
coyuntura,14425,juncture; conjuncture,,juncture; conjuncture,noun,,,1,False
dialéctica,14426,dialectics,,dialectics,noun,,,1,False
inmoral,14427,immoral,,immoral,adj,,,1,False
izquierdas,14428,left; the opposite of right; on the left side or toward the left,,left; the opposite of right; on the left side or toward the left,adj,,,1,False
precoz,14429,precocious,,precocious,adj,,,1,False
distribuir,14430,to distribute,,to distribute,verb,,,1,False
golpeo,14432,hit; hitting; beating,,hit; hitting; beating,noun,,,1,False
jacuzzi,14433,hot tub,,hot tub,noun,,,1,False
matarse,14434,to kill,,to kill,verb,,,1,False
men,14439,guy; dude,,guy; dude,noun,,,1,False
pobladores,14440,settler; colonist,,settler; colonist,noun,,,1,False
civilizado,14443,civilized,,civilized,adj,,,1,False
limosna,14445,alms,,alms,noun,,,1,False
plátanos,14446,banana,,banana,noun,,,1,False
suspiros,14448,sigh,,sigh,noun,,,1,False
carroza,14449,carriage,,carriage,noun,,,1,False
citación,14450,citation; quotation,,citation; quotation,noun,,,1,False
pradera,14451,pasture,,pasture,noun,,,1,False
ametralladora,14452,machine gun,,machine gun,noun,,,1,False
ceguera,14453,blindness,,blindness,noun,,,1,False
empapado,14455,sodden; drenched,,sodden; drenched,adj,,,1,False
pasarela,14456,catwalk,,catwalk,noun,,,1,False
perezoso,14457,lazy; slothful; sluggish,,lazy; slothful; sluggish,adj,,,1,False
trataremos,14458,we will treat,,we will treat,verb,,,1,False
agresiones,14459,aggression,,aggression,noun,,,1,False
apropiadamente,14460,appropriately,,appropriately,adv,,,1,False
astucia,14461,guile; cunning; slyness; craftiness,,guile; cunning; slyness; craftiness,noun,,,1,False
concretar,14462,to concrete,,to concrete,verb,,,1,False
consigna,14463,cloakroom; baggage room; left-luggage office,,cloakroom; baggage room; left-luggage office,noun,,,1,False
minero,14464,mining,,mining,adj,,,1,False
vaciar,14466,to empty,,to empty,verb,,,1,False
yates,14467,yacht,,yacht,noun,,,1,False
ágil,14468,agile,,agile,adj,,,1,False
elogios,14470,praise; commendation,,praise; commendation,noun,,,1,False
plegarias,14471,asking; prayer; request,,asking; prayer; request,noun,,,1,False
acercarnos,14473,to bring close,,to bring close,verb,,,1,False
ansias,14474,anxiety; apprehension,,anxiety; apprehension,noun,,,1,False
colgada,14475,hanging,,hanging,adj,,,1,False
conseguirle,14476,to achieve,,to achieve,verb,,,1,False
mamás,14477,mum; mom,,mum; mom,noun,,,1,False
millonarios,14478,big-money; big money; millions of,,big-money; big money; millions of,adj,,,1,False
decepcionante,14479,disappointing; underwhelming,,disappointing; underwhelming,adj,,,1,False
documentales,14480,documentary,,documentary,noun,,,1,False
franqueza,14481,directness; outspokenness,,directness; outspokenness,noun,,,1,False
maestras,14482,master,,master,adj,,,1,False
morirme,14484,to die,,to die,verb,,,1,False
peludo,14485,hairy,,hairy,adj,,,1,False
querrían,14486,they would desire,,they would desire,verb,,,1,False
revoluciones,14487,revolution,,revolution,noun,,,1,False
asegurada,14489,made certain,,made certain,adj,,,1,False
cordura,14490,sanity,,sanity,noun,,,1,False
coreano,14491,Korean,,Korean,adj,,,1,False
razonables,14492,reasonable,,reasonable,adj,,,1,False
sentiré,14493,I will feel,,I will feel,verb,,,1,False
casaría,14494,I would marry,,I would marry,verb,,,1,False
factible,14496,doable; feasible,,doable; feasible,adj,,,1,False
jamas,14497,small iguana,,small iguana,noun,,,1,False
peones,14498,infantryman; foot soldier,,infantryman; foot soldier,noun,,,1,False
tamaños,14499,so big; so small; equivalent in size; as big or small,,so big; so small; equivalent in size; as big or small,adj,,,1,False
dañada,14501,damaged,,damaged,adj,,,1,False
envejecimiento,14502,aging,,aging,noun,,,1,False
encontradas,14507,found,,found,adj,,,1,False
espontáneo,14508,spontaneous,,spontaneous,adj,,,1,False
amaré,14509,I will love,,I will love,verb,,,1,False
despensa,14511,pantry; larder,,pantry; larder,noun,,,1,False
abortar,14512,to abort,,to abort,verb,,,1,False
bailarinas,14513,dancing,,dancing,adj,,,1,False
cruzadas,14514,crossed,,crossed,adj,,,1,False
fallecimiento,14515,death; demise,,death; demise,noun,,,1,False
fugitivos,14516,fugitive,,fugitive,adj,,,1,False
guerrillero,14517,guerrilla,,guerrilla,adj,,,1,False
gótica,14518,Gothic,,Gothic,adj,,,1,False
meternos,14519,to put in,,to put in,verb,,,1,False
postres,14520,sweet; dessert,,sweet; dessert,noun,,,1,False
incondicional,14521,unconditional,,unconditional,adj,,,1,False
instantánea,14522,photo; snapshot,,photo; snapshot,noun,,,1,False
remo,14523,oar; paddle,,oar; paddle,noun,,,1,False
súbditos,14524,subject,,subject,adj,,,1,False
abusar,14525,to abuse,,to abuse,verb,,,1,False
camisón,14526,nightdress,,nightdress,noun,,,1,False
contracción,14527,contraction,,contraction,noun,,,1,False
creyentes,14528,believing,,believing,adj,,,1,False
desgracias,14529,disgrace,,disgrace,noun,,,1,False
enfermero,14531,nurse,,nurse,noun,,,1,False
ganarte,14533,to gain,,to gain,verb,,,1,False
intervalos,14534,gap; break; interval,,gap; break; interval,noun,,,1,False
molécula,14536,molecule,,molecule,noun,,,1,False
pagaremos,14537,we will pay,,we will pay,verb,,,1,False
terminaremos,14538,we will finish,,we will finish,verb,,,1,False
beneficencia,14540,charity; beneficence,,charity; beneficence,noun,,,1,False
retomar,14542,to retake,,to retake,verb,,,1,False
romperse,14543,to break,,to break,verb,,,1,False
significativamente,14544,significantly,,significantly,adv,,,1,False
suplemento,14545,supplement,,supplement,noun,,,1,False
talón,14546,heel,,heel,noun,,,1,False
urbanismo,14547,city planning,,city planning,noun,,,1,False
agarrado,14548,stingy,,stingy,adj,,,1,False
cumplirá,14549,he will fulfil; she will fulfil; it will fulfil,,he will fulfil; she will fulfil; it will fulfil,verb,,,1,False
anécdotas,14554,anecdote,,anecdote,noun,,,1,False
basadas,14555,based,,based,adj,,,1,False
gitana,14556,Gypsy,,Gypsy,noun,,,1,False
nocturnas,14558,night,,night,adj,,,1,False
auxilios,14559,aid; help,,aid; help,noun,,,1,False
cátedra,14560,professorship,,professorship,noun,,,1,False
desviar,14562,to divert,,to divert,verb,,,1,False
enviarán,14564,they will send,,they will send,verb,,,1,False
pasarla,14566,to pass,,to pass,verb,,,1,False
grabadora,14572,recorder,,recorder,noun,,,1,False
presuntamente,14575,presumably,,presumably,adv,,,1,False
chiquita,14576,anus,,anus,noun,,,1,False
convencerla,14577,to convince,,to convince,verb,,,1,False
floja,14579,loose,,loose,adj,,,1,False
guionista,14580,screenwriter,,screenwriter,noun,,,1,False
preferentemente,14581,preferentially,,preferentially,adv,,,1,False
exactas,14582,exact,,exact,adj,,,1,False
casarás,14585,you will marry,,you will marry,verb,,,1,False
obreras,14589,worker; working class,,worker; working class,adj,,,1,False
sujetador,14591,holder,,holder,noun,,,1,False
elogio,14592,praise; commendation,,praise; commendation,noun,,,1,False
rotura,14593,rupture,,rupture,noun,,,1,False
suspendida,14594,suspended,,suspended,adj,,,1,False
anticipación,14595,anticipation,,anticipation,noun,,,1,False
castigados,14596,punished,,punished,adj,,,1,False
piojos,14602,a louse; a cootie,,a louse; a cootie,noun,,,1,False
pirámides,14603,pyramid,,pyramid,noun,,,1,False
tercios,14604,third; one of three equal parts,,third; one of three equal parts,adj,,,1,False
júbilo,14606,joy; jubilation,,joy; jubilation,noun,,,1,False
reportar,14608,to report,,to report,verb,,,1,False
apagón,14610,blackout; brownout; power cut; power outage,,blackout; brownout; power cut; power outage,noun,,,1,False
jarrón,14611,vase,,vase,noun,,,1,False
optar,14612,to opt,,to opt,verb,,,1,False
colocada,14614,drunk,,drunk,adj,,,1,False
subtitulado,14616,subtitled,,subtitled,adj,,,1,False
tranquilas,14617,calm; quiet; peaceful; tranquil,,calm; quiet; peaceful; tranquil,adj,,,1,False
aprovechado,14618,thrifty; economical,,thrifty; economical,adj,,,1,False
comprensivo,14619,supportive; sympathetic; understanding,,supportive; sympathetic; understanding,adj,,,1,False
mareo,14622,vertigo; dizziness,,vertigo; dizziness,noun,,,1,False
guisantes,14623,pea,,pea,noun,,,1,False
pastores,14625,shepherd,,shepherd,noun,,,1,False
recuperarla,14626,to recover,,to recover,verb,,,1,False
refugiado,14627,related to refugees,,related to refugees,adj,,,1,False
congregación,14628,congregation,,congregation,noun,,,1,False
pancho,14631,calm; relaxed,,calm; relaxed,adj,,,1,False
sencillez,14632,simplicity,,simplicity,noun,,,1,False
suroeste,14634,southwest,,southwest,noun,,,1,False
anteayer,14635,day before yesterday,,day before yesterday,adv,,,1,False
variados,14637,varied; diverse,,varied; diverse,adj,,,1,False
yemas,14638,egg yolk,,egg yolk,noun,,,1,False
franquismo,14639,Francoism,,Francoism,noun,,,1,False
ofrecerá,14642,he will offer; she will offer; it will offer,,he will offer; she will offer; it will offer,verb,,,1,False
sucedería,14644,I would happen,,I would happen,verb,,,1,False
suprimir,14645,to suppress,,to suppress,verb,,,1,False
almohadas,14646,pillow,,pillow,noun,,,1,False
hipertensión,14647,hypertension,,hypertension,noun,,,1,False
quicio,14648,doorjamb,,doorjamb,noun,,,1,False
sentencias,14649,sentence,,sentence,noun,,,1,False
traducidos,14650,translated,,translated,adj,,,1,False
acuario,14651,aquarium,,aquarium,noun,,,1,False
celebridades,14652,celebrity,,celebrity,noun,,,1,False
constructor,14653,constructing,,constructing,adj,,,1,False
embarcación,14654,embarkment; embarkation,,embarkment; embarkation,noun,,,1,False
