lemma,rank,translation,pos
vancouver,20800,,
agradaba,20801,I pleased,Verb
agrupa,20802,you group together,Verb
arriesgó,20803,he ventured; she ventured; it ventured,Verb
bondadoso,20804,kind; caring; bounteous,Adjective
describiendo,20805,describing,Verb
edimburgo,20806,,
escoceses,20807,Scottish,Adjective
estrenar,20808,to use for the first time,Verb
insensato,20809,senseless; insensate,Adjective
invitaré,20810,I will invite,Verb
jugarán,20811,they will play,Verb
jóven,20812,,
medido,20813,measured,Verb
mocosa,20814,having lots of mucus,Noun
pulido,20815,well-polished,Adjective
representaban,20816,they represented,Verb
silicona,20817,silicone,Noun
tóxica,20818,toxic,Adjective
vallejo,20819,,
australianos,20820,Australian,Adjective
cristianas,20821,Christian,Adjective
desmayé,20822,I disheartened,Verb
desprecia,20823,you despise,Verb
haciendas,20824,ranch,Noun
implantar,20825,to implant,Verb
jodidas,20826,darned; crappy; fucking,Adjective
mediocridad,20827,mediocrity,Noun
menstruación,20828,menstruation,Noun
pollas,20829,chicken,Adjective
residuales,20830,,
sobreviví,20831,you survive,Verb
venderme,20832,to sell,Verb
absorbido,20833,absorbed,Verb
aceras,20834,pavement; sidewalk,Noun
acostumbrando,20835,accustoming,Verb
anticonceptivos,20836,contraceptive,Adjective
brevedad,20837,brevity; shortness,Noun
chupando,20838,sucking,Verb
clamor,20839,shout,Noun
contrabandista,20840,smuggler; bootlegger; contrabandist,Noun
creeré,20841,I will believe,Verb
dudando,20842,doubting,Verb
enfrentaron,20843,they confronted,Verb
erc,20844,,
exterminar,20845,to exterminate,Verb
ladridos,20846,yap; yip; bark; yelp,Noun
montenegro,20847,,
oleaje,20848,surf,Noun
salvaré,20849,I will save,Verb
ahumado,20850,smoked,Adjective
derramado,20851,spilt; spilled,Adjective
desarrollará,20852,he will develop; she will develop; it will develop,Verb
desperdicios,20853,waste,Noun
localizador,20854,localizer,Noun
olivo,20855,olive tree,Noun
prolonga,20856,you prolong,Verb
speed,20857,,
trastornado,20858,disturbed; disordered,Adjective
abandonará,20859,he will abandon; she will abandon; it will abandon,Verb
arañazos,20860,scratch,Noun
canalizar,20861,to channel,Verb
consagrado,20862,consecrated,Verb
deseaban,20863,they wished,Verb
deshidratación,20864,dehydration,Noun
enérgico,20865,energetic,Adjective
ezln,20866,,
firmaste,20867,you signed,Verb
omisión,20868,omission,Noun
pasase,20869,I passed,Verb
templado,20870,warm; mild; tepid,Adjective
terrorífico,20871,scary; terrifying,Adjective
yuki,20872,,
zarpar,20873,to embark,Verb
acoger,20874,to receive,Verb
alega,20875,you claim,Verb
chechenia,20876,,
colchones,20877,mattress,Noun
conseguirán,20878,they will achieve,Verb
cubrirse,20879,to cover,Verb
enredado,20880,entangled,Verb
enérgica,20881,energetic,Adjective
escaparte,20882,to escape,Verb
esperarte,20883,to hope,Verb
ingrato,20884,thankless,Adjective
interfaz,20885,interface,Noun
librerías,20886,bookshop; bookstore,Noun
medicinales,20887,you medicate,Verb
niñeras,20888,babysitter,Noun
recibiría,20889,I would receive,Verb
secadora,20890,dryer; clothes dryer,Noun
suministrar,20891,to provide,Verb
transformando,20892,transforming,Verb
abandonaré,20893,I will abandon,Verb
abuelito,20894,grandfather,Noun
ataúdes,20895,coffin; casket,Noun
bolero,20896,,
cacharro,20897,pot; crock,Noun
cascabel,20898,jingle bell; sleigh bell,Noun
causarle,20899,to cause,Verb
circulares,20900,to circulate,Adjective
comestible,20901,edible,Adjective
convertirán,20902,they will convert,Verb
dejáis,20903,you leave,Verb
despertaron,20904,they waked,Verb
ecuatoriano,20905,Ecuadorian,Adjective
goliat,20906,goliath,Noun
gritarle,20907,to shout,Verb
hablarse,20908,to talk,Verb
inaugurado,20909,inaugurated,Verb
introduciendo,20910,inserting,Verb
multiplicado,20911,multiplied,Verb
pasional,20912,passionate,Adjective
perturbación,20913,perturbation,Noun
razonablemente,20914,reasonably,Adverb
relajar,20915,to relax,Verb
semblante,20916,appearance; countenance,Noun
supremacía,20917,supremacy,Noun
torácica,20918,thoracic,Adjective
traseras,20919,back; back-side; rear-side; posterior,Adjective
acostumbro,20920,I accustom,Verb
administra,20921,you administer,Verb
atascados,20922,stuck; jammed; blocked,Adjective
cachorrito,20923,puppy,Noun
morían,20924,they died,Verb
rodado,20925,rolled,Verb
saqueo,20926,sack; plunder; pillage,Noun
satelital,20927,satellite,Adjective
subterráneas,20928,underground; subterranean,Adjective
atorado,20929,cloged,Verb
bing,20930,,
detesta,20931,you detest,Verb
drogadicta,20932,addicted to drugs,Noun
enamorando,20933,enamoring,Verb
grupal,20934,group,Adjective
logística,20935,logistics,Noun
maligna,20936,malicious; malevolent,Adjective
matinal,20937,morning,Adjective
recaída,20938,relapse,Noun
alejarnos,20939,to estrange,Verb
antebrazo,20940,forearm,Noun
escucharlos,20941,to listen to,Verb
espiritualidad,20942,spirituality,Noun
porra,20943,club; baton; truncheon; nightstick,Noun
quítatelo,20944,,
sic,20945,,
séquito,20946,retinue; entourage,Noun
versalles,20947,,
causará,20948,he will cause; she will cause; it will cause,Verb
flexiones,20949,curl,Noun
geología,20950,geology,Noun
malignos,20951,malicious; malevolent,Adjective
prefectura,20952,prefecture,Noun
proclamó,20953,he proclaimed; she proclaimed; it proclaimed,Verb
secular,20954,,
telefonear,20955,to telephone,Verb
trastos,20956,thing; gizmo; piece of junk,Noun
bucle,20957,curl of hair,Noun
centrarnos,20958,to focus,Verb
confinamiento,20959,lockdown,Noun
contemplan,20960,they contemplate,Verb
cubanas,20961,Cuban,Adjective
marga,20962,marl,Noun
n.,20963,name,Noun
obsesiva,20964,obsessive,Adjective
basílica,20965,basilica,Noun
calabazas,20966,pumpkin; Cucurbita pepo,Noun
cementerios,20967,cemetery,Noun
circulando,20968,circulating,Verb
collado,20969,hill; hillock,Noun
credo,20970,creed,Noun
fertilizantes,20971,fertilizer,Noun
oslo,20972,,
pontífice,20973,pontiff,Noun
prepararlo,20974,to prepare,Verb
proyector,20975,projector; video projector,Noun
queres,20976,,
antiguamente,20977,long ago,Adverb
aparenta,20978,you pretend,Verb
bayas,20979,bay,Adjective
criollos,20980,creole,Adjective
democracias,20981,democracy,Noun
difuntos,20982,deceased,Adjective
digame,20983,,
empleó,20984,he hired; she hired; it hired,Verb
eusebio,20985,,
hernia,20986,,
milagrosamente,20987,miraculously,Adverb
hematoma,20988,bruise,Noun
irónica,20989,ironic,Adjective
louvre,20990,,
luminosidad,20991,luminosity,Noun
regocijo,20992,jubilation; widespread joy,Noun
acostamos,20993,we layed,Verb
anormales,20994,abnormal,Adjective
augusta,20995,august,Adjective
burócratas,20996,bureaucrat,Noun
empujé,20997,I pushed,Verb
jacinta,20998,,
mítica,20999,mythic; mythical,Adjective
remolino,21000,vortex; whirlpool; whirlwind,Noun
revisiones,21001,revision,Noun
superiora,21002,mother superior,Noun
acordeón,21003,accordion,Noun
aquéllas,21004,that one,Pronoun
arqueológico,21005,archeological,Adjective
avanzamos,21006,we advanced,Verb
comparaciones,21007,comparison,Noun
electricista,21008,electrician,Noun
enfriamiento,21009,cooling,Noun
estimulantes,21010,stimulating,Adjective
menester,21011,must; requirement; something necessary,Noun
palitos,21012,stick,Noun
penosa,21013,tough; difficult,Adjective
preferidos,21014,preferred; of choice,Adjective
prominente,21015,prominent,Adjective
relámpagos,21016,bolt; lightning,Noun
resplandeciente,21017,resplendent,Adjective
traspasar,21018,to transfer,Verb
tratase,21019,I treated,Verb
viajaron,21020,they traveled,Verb
arrastran,21021,they drag,Verb
búscame,21022,I seek,Verb
convertirnos,21023,to convert,Verb
culminó,21024,he culminated; she culminated; it culminated,Verb
dedicarme,21025,to dedicate,Verb
paramédico,21026,paramedic,Noun
vesícula,21027,vesicle,Noun
aguantarlo,21028,to hold,Verb
apagando,21029,extinguishing,Verb
apestosa,21030,smelly; stinking,Adjective
bermudas,21031,,
capo,21032,gangster,Noun
colabora,21033,you collaborate,Verb
conmemoración,21034,commemoration,Noun
constanza,21035,,
derramamiento,21036,spillage,Noun
dirigencia,21037,leadership,Noun
frustraciones,21038,frustration,Noun
gobernado,21039,governed,Verb
luciendo,21040,shining,Verb
noruego,21041,Norwegian,Adjective
predisposición,21042,predisposition,Noun
singulares,21043,,
titularidad,21044,ownership,Noun
vibrante,21045,vibrating,Adjective
válidas,21046,valid,Adjective
cansó,21047,he tired; she tired; it tired,Verb
enmascarado,21048,masked,Adjective
everest,21049,,
jaqueca,21050,headache; migraine,Noun
perversión,21051,perversion,Noun
teñido,21052,colored,Verb
alejadas,21053,far; faraway; distant,Adjective
catástrofes,21054,disaster; catastrophe,Noun
colocamos,21055,we placed,Verb
empleador,21056,that employs,Adjective
internacionalmente,21057,internationally,Adverb
picadura,21058,sting; bite e.g. from a snake or insect,Noun
premier,21059,,
puntualmente,21060,promptly; punctually; on time,Adverb
registrarse,21061,to register,Verb
activada,21062,enabled; activated,Adjective
asumimos,21063,we assumed,Verb
divorcios,21064,divorce,Noun
gras,21065,,
llevarían,21066,they would take,Verb
pediatría,21067,pediatrics; paediatrics,Noun
sentirnos,21068,to feel,Verb
surgiendo,21069,arising,Verb
telescopios,21070,telescope,Noun
uribe,21071,,
videojuego,21072,video game,Noun
afectiva,21073,affective,Adjective
aromas,21074,you scent,Verb
atacaremos,21075,we will attack,Verb
determinará,21076,he will determine; she will determine; it will determine,Verb
estratégicas,21077,strategic,Adjective
existes,21078,you exist,Verb
exóticas,21079,exotic,Adjective
guatemalteco,21080,Guatemalan,Adjective
guiará,21081,he will guide; she will guide; it will guide,Verb
narrativo,21082,narrative,Adjective
originan,21083,they originate,Verb
osea,21084,,
partos,21085,labor; childbirth,Adjective
planeada,21086,planned,Adjective
sole,21087,,
voleibol,21088,volleyball,Noun
agradecérselo,21089,,
altibajos,21090,ups and downs,Noun
borja,21091,,
camioneros,21092,related to trucks,Adjective
cutter,21093,,
distinguidos,21094,refined; elegant; distinguished,Adjective
estadunidense,21095,American; U.S. American,Adjective
fuésemos,21096,we went,Verb
lienzos,21097,canvas,Noun
notoria,21098,well-known,Adjective
patologías,21099,pathology,Noun
peatones,21100,pedestrian,Noun
perjurio,21101,perjury,Noun
tendieron,21102,they tended to,Verb
arruinaron,21103,they ruined,Verb
combinados,21104,combined,Adjective
comprobamos,21105,we checked,Verb
consistentes,21106,consisting; made up,Adjective
cortaba,21107,I cuted,Verb
lingüístico,21108,linguistic,Adjective
maldiciones,21109,curse,Noun
pintaba,21110,I painted,Verb
preocupamos,21111,we worried,Verb
remolacha,21112,beet,Noun
soltaron,21113,they released,Verb
terapéuticas,21114,therapeutic,Adjective
abelardo,21115,,
anchos,21116,wide; broad,Adjective
autodeterminación,21117,self-determination,Noun
contables,21118,countable,Adjective
corresponder,21119,to correspond to,Verb
deseé,21120,I wished,Verb
emergente,21121,emerging; upcoming,Adjective
encargan,21122,they entrust,Verb
feminismo,21123,feminism,Noun
indigentes,21124,needy; indigent,Adjective
lira,21125,lyre,Noun
ofrecida,21126,easy,Adjective
pirineos,21127,Pyrenean,Adjective
refrigeración,21128,refrigeration,Noun
repulsivo,21129,repulsive,Adjective
sentíamos,21130,we felt,Verb
andado,21131,walked,Verb
asisten,21132,they attend,Verb
bocetos,21133,sketch; outline,Noun
canas,21134,hoary; grey-haired; white-haired,Adjective
chimeneas,21135,chimney,Noun
entristece,21136,you sadden,Verb
espaguetis,21137,spaghetti,Noun
extrañaría,21138,I would miss,Verb
guillén,21139,,
implementar,21140,to implement,Verb
londinense,21141,of,Adjective
tócame,21142,I touch,Verb
bambi,21143,deer,Noun
ceuta,21144,,
consecutivas,21145,running; consecutive; back-to-back; in a row,Adjective
declarando,21146,declaring,Verb
desconocer,21147,to not be familiar with,Verb
desigualdades,21148,inequality,Noun
distanciamiento,21149,distancing,Noun
ela,21150,,
novata,21151,newbie,Noun
reteniendo,21152,retaining,Verb
revisaste,21153,you revised,Verb
chimpancés,21154,chimpanzee,Noun
comodoro,21155,commodore,Noun
cúspide,21156,peak; zenith,Noun
electrodomésticos,21157,home appliance; electrical appliance,Noun
garbanzos,21158,chickpea,Noun
miraflores,21159,,
parir,21160,to give birth,Verb
pillaron,21161,they catched,Verb
reabrir,21162,to reopen,Verb
reproches,21163,reproach; criticism,Noun
respetuosamente,21164,respectfully,Adverb
solidaria,21165,caring; solidary; sympathetic to,Adjective
íntegramente,21166,entirely,Adverb
bocazas,21167,bigmouth; chatterbox; big mouth,Noun
bombardero,21168,bombing,Adjective
creaste,21169,you created,Verb
cu,21170,that,Noun
dorso,21171,back,Noun
inadecuada,21172,inadequate,Adjective
lavanda,21173,lavender,Noun
ocupas,21174,you occupy,Verb
praxis,21175,,
sanchez,21176,,
santísima,21177,holy; godly,Adjective
semi,21178,semifinal; semi-final,Noun
sim,21179,,
tocadiscos,21180,record player,Noun
angustiada,21181,anguished,Adjective
debilita,21182,you weaken,Verb
deserción,21183,desertion,Noun
dudaba,21184,I doubted,Verb
energéticas,21185,energy; energetic,Adjective
genérico,21186,generic,Adjective
kan,21187,khan,Noun
laderas,21188,lateral,Adjective
tofu,21189,,
alegaciones,21190,allegation,Noun
arrancarle,21191,to pull out,Verb
corderos,21192,lamb,Noun
deudores,21193,debtor,Noun
estrógenos,21194,estrogen,Adjective
interrogó,21195,he interrogated; she interrogated; it interrogated,Verb
iraníes,21196,Iranian,Adjective
músicas,21197,musical,Adjective
reglamentación,21198,ruling,Noun
sembrado,21199,farmland that has been sown,Noun
óvulos,21200,ovule,Noun
avatares,21201,,
bohemia,21202,Bohemian,Noun
crucifijo,21203,crucifix,Noun
desaparecía,21204,I disappeared,Verb
dolencia,21205,ailment; illness,Noun
dron,21206,drone,Noun
esmeraldas,21207,emerald,Noun
funk,21208,,
férrea,21209,iron,Adjective
hincha,21210,hatred,Noun
pandilleros,21211,gangster; gang member,Noun
prestaba,21212,I lended,Verb
rizado,21213,curly,Adjective
rompía,21214,I breaked,Verb
voltaje,21215,voltage,Noun
amenazados,21216,threatened,Adjective
artesano,21217,artisanal,Adjective
asienta,21218,you settle,Verb
desodorante,21219,deodorant,Noun
detectan,21220,they detect,Verb
estampas,21221,stamp; print,Noun
ganada,21222,gain; profit; earnings,Noun
horrendo,21223,awful; horrific; dreadful; horrendous,Adjective
híbridos,21224,hybrid,Adjective
kabul,21225,,
paramilitares,21226,paramilitary,Adjective
plateada,21227,silver-plated,Adjective
polares,21228,,
reclamado,21229,reclaimed,Verb
silenciosos,21230,silent,Adjective
suspense,21231,thriller,Noun
taxistas,21232,taxi driver,Noun
arrestamos,21233,we arrested,Verb
atraía,21234,I attracted,Verb
bipolar,21235,,
cucharas,21236,spoon,Noun
eminentemente,21237,eminently,Adverb
espécimen,21238,specimen,Noun
implicaba,21239,I implied,Verb
incontrolable,21240,uncontrollable,Adjective
indignado,21241,indignant,Adjective
kenia,21242,,
landry,21243,,
nacionalidades,21244,nationality,Noun
nato,21245,born,Adjective
rareza,21246,rarity; rareness,Noun
rinoceronte,21247,rhinoceros,Noun
trote,21248,trot,Noun
agresores,21249,aggressor; assailant,Noun
aguantas,21250,you hold,Verb
anteproyecto,21251,a preliminary plan,Noun
arsénico,21252,arsenic,Noun
envase,21253,jar; bottle,Noun
fulana,21254,miss so-and-so,Noun
hackear,21255,check,Verb
jurada,21256,sworn in,Noun
largarme,21257,to chase away,Verb
soberbio,21258,haughty,Adjective
trafico,21259,I smuggle,Verb
abrirme,21260,to open,Verb
autodestrucción,21261,self-destruction,Noun
centroamericano,21262,Central American,Adjective
descompuesto,21263,broken down; out of order,Adjective
desvió,21264,he diverted; she diverted; it diverted,Verb
edo,21265,,
imaginarios,21266,imaginary,Adjective
paulino,21267,Pauline,Adjective
pretencioso,21268,pretentious,Adjective
sopas,21269,soup,Noun
sustituta,21270,substitute,Noun
vapores,21271,steam,Noun
votan,21272,they vote,Verb
alardear,21273,to boast,Verb
alcanzados,21274,in debt,Adjective
aplastada,21275,crushed; squashed; flattened,Adjective
escarlata,21276,scarlet,Noun
esencias,21277,essence,Noun
panorámica,21278,panoramic,Adjective
rutinario,21279,routine,Adjective
sexys,21280,,
sureño,21281,southern,Adjective
umbilical,21282,,
astrología,21283,astrology,Noun
atacarán,21284,they will attack,Verb
cerilla,21285,match,Noun
cojín,21286,cushion,Noun
coreanos,21287,Korean,Adjective
desesperanza,21288,hopelessness,Noun
embarcar,21289,to embark,Verb
ineludible,21290,unavoidable,Adjective
maqueta,21291,model,Noun
movilizar,21292,to mobilize,Verb
parando,21293,stoping,Verb
picantes,21294,piquant; hot and spicy,Adjective
quitarnos,21295,to remove,Verb
rebanada,21296,slice,Noun
refinada,21297,refined,Adjective
sms,21298,text,Noun
sujetando,21299,steadying,Verb
agarras,21300,you hold on,Verb
argumentó,21301,he argued; she argued; it argued,Verb
asesinas,21302,murderous; homicidal,Adjective
bélico,21303,war; warlike; military,Adjective
consuela,21304,you console,Verb
contestaste,21305,you replied,Verb
cota,21306,coat of arms,Noun
desordenada,21307,messy,Adjective
enjambre,21308,swarm,Noun
entramado,21309,framework; structure,Noun
gradué,21310,I graduated,Verb
lejía,21311,lye,Noun
reaccionan,21312,they react,Verb
unamuno,21313,,
valium,21314,,
adorado,21315,worshiped,Verb
agarramos,21316,we holded on,Verb
apartarse,21317,to separate,Verb
arquitectónico,21318,architectural; architectonic,Adjective
carrero,21319,carter; cartman,Noun
condenaron,21320,they condemned,Verb
debidas,21321,owed,Adjective
echarnos,21322,to throw,Verb
esfuerza,21323,you encourage,Verb
hermes,21324,,
lanzamos,21325,we throwed,Verb
nacimientos,21326,birth; start; beginning,Noun
robarte,21327,to rob,Verb
sena,21328,sice,Noun
ateo,21329,atheist,Adjective
celestes,21330,sky blue,Adjective
cochecito,21331,baby carriage,Noun
desconocen,21332,they ignore,Verb
desplegar,21333,to deploy,Verb
dilatación,21334,dilation; dilatation,Noun
elegiría,21335,I would choose,Verb
enterré,21336,I buried,Verb
floral,21337,flower,Adjective
ilustrar,21338,to illustrate,Verb
intermedios,21339,intermediate,Adjective
nombrados,21340,well-known,Adjective
opep,21341,,
romperle,21342,to break,Verb
soplando,21343,blowing,Verb
trazo,21344,line; outline,Noun
vestidas,21345,dressed,Adjective
abandonarlo,21346,to abandon,Verb
banal,21347,,
cacique,21348,fat cat; powerful person,Noun
cannabis,21349,,
compasivo,21350,compassionate,Adjective
curarte,21351,to cure,Verb
escénico,21352,scenic,Adjective
interesarse,21353,to interest,Verb
levantarlo,21354,to lift,Verb
movieron,21355,they moved,Verb
predomina,21356,you predominate,Verb
repsol,21357,,
vincula,21358,you bind,Verb
aorta,21359,,
confusas,21360,confused,Adjective
debiendo,21361,owing,Verb
diabólica,21362,diabolic,Adjective
diverso,21363,diverse,Adjective
domo,21364,dome,Noun
estrictos,21365,strict,Adjective
grandullón,21366,big; large,Adjective
indeciso,21367,wavering; uncertain; indecisive; irresolute,Adjective
lagartos,21368,lizard,Noun
letales,21369,lethal; deadly,Adjective
padilla,21370,,
pillan,21371,they catch,Verb
residual,21372,,
stress,21373,,
superhéroes,21374,superhero,Noun
taburete,21375,stool; barstool,Noun
verificado,21376,verified,Verb
bañador,21377,bathing costume; swimming costume,Noun
dividimos,21378,we divided,Verb
exhala,21379,you exhale,Verb
exhaustiva,21380,thorough; exhaustive,Adjective
hablador,21381,talkative,Adjective
indignante,21382,egregious; outrageous,Adjective
localizada,21383,located,Adjective
mujercita,21384,girl; sissy; nancy; fagboy,Noun
mástil,21385,neck,Noun
primogénito,21386,firstborn,Adjective
válidos,21387,valid,Adjective
alcázar,21388,alcazar,Noun
alentador,21389,encouraging,Adjective
estudioso,21390,bookish; studious,Adjective
frenesí,21391,frenzy,Noun
limpiaba,21392,I cleaned,Verb
mirador,21393,lookout; viewpoint; vantage point,Noun
motivada,21394,driven; motivated,Adjective
reluciente,21395,shiny,Adjective
romances,21396,,
telegramas,21397,telegram,Noun
ton,21398,tone,Noun
aleatorio,21399,random; aleatory,Adjective
canchas,21400,pitch; field,Noun
combinada,21401,combined,Adjective
cromosoma,21402,chromosome,Noun
discrepancia,21403,discrepancy,Noun
duplicar,21404,to double,Verb
durazno,21405,peach,Noun
formarse,21406,to form,Verb
maldecir,21407,to damn,Verb
merecían,21408,they deserved,Verb
negocia,21409,you negotiate,Verb
perpetuo,21410,perpetual,Adjective
acorralado,21411,corraled,Verb
alquimia,21412,alchemy,Noun
aversión,21413,aversion,Noun
bíblico,21414,biblical,Adjective
civilizados,21415,civilized,Adjective
cráneos,21416,skull; cranium,Noun
encendidos,21417,on; activated,Adjective
laurence,21418,,
matrículas,21419,matriculation,Noun
pateó,21420,he kicked; she kicked; it kicked,Verb
sierras,21421,saw,Noun
suertes,21422,luck; fortune,Noun
abrirle,21423,to open,Verb
colecta,21424,alms; collection,Noun
mili,21425,military service,Noun
muela,21426,molar,Noun
teorema,21427,theorem,Noun
trasfondo,21428,background,Noun
triunfado,21429,triumphed,Verb
consecutiva,21430,running; consecutive; back-to-back; in a row,Adjective
encías,21431,gum,Noun
humanista,21432,humanist,Noun
jala,21433,you pull,Verb
mediciones,21434,measurement,Noun
pensativo,21435,pensive,Adjective
resistido,21436,tolerated,Verb
secretarias,21437,secretary,Noun
susurros,21438,murmur; whisper,Noun
arrestan,21439,they arrest,Verb
cantinero,21440,bartender,Noun
capta,21441,you capture,Verb
cerros,21442,hill,Noun
defensivas,21443,defensive,Adjective
descansado,21444,well-rested,Adjective
escuchaban,21445,they listened to,Verb
evolutiva,21446,evolutionary,Adjective
kiev,21447,,
mercante,21448,merchant,Adjective
mándame,21449,I send,Verb
volé,21450,I flied,Verb
aplazar,21451,to postpone,Verb
aristócrata,21452,aristocrat,Noun
asignada,21453,assigned,Adjective
camionetas,21454,pick-up truck,Noun
cantará,21455,he will sing; she will sing; it will sing,Verb
comensales,21456,messmate; commensal; fellow diner; dining companion,Noun
contratamos,21457,we contracted,Verb
intrigado,21458,intrigued,Adjective
nativa,21459,native,Noun
necesitarías,21460,you would need,Verb
prestarle,21461,to lend,Verb
privación,21462,hardship; privation; deprivation,Noun
rezaba,21463,I prayed,Verb
ultrasonido,21464,ultrasound,Noun
vuélvete,21465,you return,Verb
allegados,21466,near; close,Adjective
azotes,21467,whip; lash; scourge,Noun
azulejos,21468,blue colored,Adjective
cisjordania,21469,,
coles,21470,cabbage,Noun
culta,21471,educated; cultured,Adjective
disfrutó,21472,he enjoyed; she enjoyed; it enjoyed,Verb
enchufe,21473,plug,Noun
entusiastas,21474,enthusiastic,Adjective
expediciones,21475,expedition,Noun
firmará,21476,he will sign; she will sign; it will sign,Verb
idioteces,21477,idiocy,Noun
patéticos,21478,pathetic,Adjective
presenciado,21479,witnessed,Verb
puig,21480,,
reclusión,21481,reclusion,Noun
aguantado,21482,holded,Verb
alertar,21483,to alert,Verb
atreverse,21484,to dare,Verb
atroces,21485,atrocious,Adjective
barroca,21486,Baroque,Adjective
calado,21487,soaked; drenched,Adjective
chusma,21488,mob,Noun
cáliz,21489,goblet; chalice,Noun
exclusivos,21490,exclusive,Adjective
exigentes,21491,picky; choosy; exacting; demanding,Adjective
implícito,21492,tacit; implicit,Adjective
latitudes,21493,latitude,Noun
milenios,21494,millennium,Noun
pe,21495,p,Noun
peros,21496,but,Noun
puertorriqueños,21497,Puerto Rican,Adjective
repartido,21498,shared,Verb
trizas,21499,fragment,Noun
urge,21500,he is urgent; she is urgent; it is urgent,Verb
voladora,21501,flying,Adjective
absolutos,21502,absolute,Adjective
atraparán,21503,they will capture,Verb
bastan,21504,they are enough,Verb
desintegración,21505,disintegration,Noun
filtrado,21506,filtering,Noun
hallaste,21507,you found something,Verb
leido,21508,,
menciono,21509,I mention,Verb
separaba,21510,I separated,Verb
teóricas,21511,theoretical,Adjective
trina,21512,chirp,Adjective
arman,21513,they arm,Verb
contenidas,21514,,
croata,21515,Croatian,Adjective
denos,21516,I give,Verb
enamoraste,21517,you enamored,Verb
ferroviario,21518,railway; railroad,Adjective
grabamos,21519,we recorded,Verb
incurable,21520,,
mad,21521,,
madridista,21522,of or connected to Real Madrid; a famous football club from Madrid,Adjective
magistratura,21523,magistracy,Noun
maguire,21524,,
sotelo,21525,,
superé,21526,I surpassed,Verb
cuco,21527,cuckoo,Noun
debilitado,21528,weakened,Verb
enfatizó,21529,he emphasized; she emphasized; it emphasized,Verb
guarra,21530,pig,Noun
hits,21531,,
lavadero,21532,washboard,Noun
pibe,21533,boyfriend,Noun
solicitamos,21534,we requested,Verb
afecciones,21535,a complaint,Noun
afloja,21536,you loosen,Verb
baza,21537,trick,Noun
cauces,21538,riverbed,Noun
consentido,21539,spoiled; pampered; indulged,Adjective
correas,21540,belt; band,Noun
cualificado,21541,requiring qualifications,Adjective
decepcionarte,21542,to disappoint,Verb
dormirme,21543,to sleep,Verb
entrometido,21544,nosy; intrusive; meddlesome,Adjective
inducción,21545,induction,Noun
investigarlo,21546,to investigate,Verb
ligereza,21547,agility,Noun
mandela,21548,,
ofenda,21549,insult,Noun
ofrendas,21550,offering; sacrifice,Noun
servirme,21551,to serve,Verb
simpáticos,21552,nice; likable; pleasant,Adjective
tranquilizante,21553,tranquilizing,Adjective
alentar,21554,to encourage,Verb
almeida,21555,,
castañas,21556,brown,Adjective
cañerías,21557,organ pipes,Noun
desobediencia,21558,disobedience,Noun
elevan,21559,they elevate,Verb
percusión,21560,percussion,Noun
rumorea,21561,you rumble,Verb
traiciona,21562,you betray,Verb
éticos,21563,ethical,Adjective
aplicará,21564,he will use; she will use; it will use,Verb
arreglaron,21565,they fixed,Verb
bache,21566,pothole,Noun
dañó,21567,he damaged; she damaged; it damaged,Verb
distinguida,21568,refined; elegant; distinguished,Adjective
enfocado,21569,focused; in focus,Adjective
exitosos,21570,successful,Adjective
indigente,21571,needy; indigent,Adjective
llevársela,21572,,
marches,21573,you go,Verb
minúsculo,21574,tiny; minute; minuscule,Adjective
musgo,21575,moss,Noun
perrera,21576,dog pound; animal shelter,Noun
reconocemos,21577,we recognize,Verb
remediar,21578,to remedy,Verb
santas,21579,holy; godly,Adjective
santi,21580,,
schultz,21581,,
sórdido,21582,seamy; dirty; sordid; sleazy,Adjective
tolera,21583,you tolerate,Verb
boludo,21584,wealthy,Adjective
calumnia,21585,libel; slander; calumny; aspersion,Noun
concordia,21586,unity; union; concord; harmony,Noun
desafiando,21587,challenging,Verb
distribuido,21588,distributed,Verb
diván,21589,divan,Noun
embustero,21590,lying; mendacious,Adjective
evoca,21591,you evoke,Verb
frijol,21592,bean; bean seed,Noun
grabé,21593,I recorded,Verb
palizas,21594,beating; bashing,Noun
peleo,21595,I fight,Verb
quererme,21596,to desire,Verb
soluciona,21597,you solve,Verb
apagaron,21598,they extinguished,Verb
aposté,21599,I beted,Verb
balcanes,21600,,
custodio,21601,guardian,Noun
cúal,21602,,
emotiva,21603,emotive; emotional,Noun
inimaginable,21604,unimaginable,Adjective
manitas,21605,handyman,Noun
peculiares,21606,,
predominante,21607,predominant,Adjective
presumido,21608,arrogant; conceited,Adjective
suertudo,21609,lucky,Adjective
veintisiete,21610,twenty-seven,Number
viril,21611,male,Adjective
zorros,21612,fox,Adjective
atacantes,21613,attacking,Adjective
comarcas,21614,district,Noun
denominador,21615,denominating,Adjective
desatar,21616,to untie,Verb
fémur,21617,femur,Noun
infinitos,21618,infinite,Adjective
instalaron,21619,they installed,Verb
lujosa,21620,luxurious,Adjective
prestigiosa,21621,famous; eminent; prestigious; distinguished,Adjective
recorridos,21622,route,Noun
sobrenaturales,21623,supernatural,Adjective
velero,21624,sailmaking,Noun
vivencia,21625,insight,Noun
agarrarlo,21626,to hold on,Verb
arduo,21627,very difficult,Adjective
caravanas,21628,camper,Noun
comportando,21629,involving,Verb
concentran,21630,they concentrate,Verb
confiables,21631,trusty,Adjective
copita,21632,glass; stemmed glass; goblet or its content,Noun
