rank,lemma,word,old_sentence,failure_reason
21283,astrología,astrología,El signo del conejo en la astrología china.,retrieved_raw
21284,atacarán,atacarán,No me atacarán porque me quieren y me temen.,retrieved_raw
21285,cerilla,cerilla,Creo que tengo una cerilla.,retrieved
21287,coreanos,coreanos,Información sobre los fideos coreanos coreano.,retrieved_raw
21290,ineludible,ineludible,El papel de las empresas en la formación continua es hoy ineludible.,retrieved_raw
21292,movilizar,movilizar,Por consiguiente la comisión propone movilizar un importe de eur.,retrieved
21293,parando,parando,Porque me estoy parando y alejando en este momento de tentación.,orphaned_subordinate_clause
21294,picantes,picantes,A tu mujer le gustan los platos picantes.,retrieved_raw
21295,quitarnos,quitarnos,Crees que podrías ayudarnos a quitarnos esto.,retrieved_raw
21297,refinada,refinada,La ejecución es refinada la luz y los colores moderados.,retrieved_raw
21299,sujetando,sujetando,Un hombre con el torso desnudo sujetando un bebé.,retrieved
21300,agarras,agarras,Me agarras a patadas en el culo.,retrieved_raw
21301,argumentó,argumentó,A esto el juez argumentó.,retrieved
21302,asesinas,asesinas,Al menos son ballenas asesinas.,retrieved_raw
21303,bélico,bélico,Mi padre financió la investigación por su potencial bélico.,retrieved_raw
21304,consuela,consuela,Yo creo que es inocente si eso te consuela.,retrieved_raw
21305,contestaste,contestaste,Por qué no contestaste tu teléfono.,retrieved_raw
21307,desordenada,desordenada,La habitación está un poco desordenada.,retrieved_raw
21309,entramado,entramado,El grupo socialista se enfrenta hoy a un entramado de engaños contra los trabajadores.,retrieved_raw
21310,gradué,gradué,No me gradué de la escuela de medicina.,retrieved_raw
21311,lejía,lejía,Apuesto a que dice que use lejía para la sangre.,retrieved_raw
21312,reaccionan,reaccionan,En el lago rico en minerales donde los dos tipos de agua reaccionan.,retrieved
21316,agarramos,agarramos,Se enojó mucho y casi nos agarramos a golpes luego lo eché de la pieza.,retrieved
21317,apartarse,apartarse,Lo difícil es apartarse de quien siempre lo busca.,retrieved_raw
21318,arquitectónico,arquitectónico,Es una especie de triunfo arquitectónico.,retrieved_raw
21320,condenaron,condenaron,Lo condenaron a dos años en la cárcel estatal y lo liberaron después de meses.,retrieved_raw
21321,debidas,debidas,Ha expresado sonia en un tramo del programa de televisión historias debidas.,retrieved_raw
21322,echarnos,echarnos,Vamos a echarnos sobre ella.,retrieved_raw
21323,esfuerza,esfuerza,Tal vez pero se esfuerza mucho por recordar algo.,retrieved_raw
21324,hermes,hermes,Qué pasa con la tripulación del hermes.,retrieved
21325,lanzamos,lanzamos,Cuando les lanzamos globos con meo a los chicos de terrace.,orphaned_subordinate_clause
21326,nacimientos,nacimientos,Los nacimientos desde la creación del mundo hasta el siglo xvii.,retrieved
21327,robarte,robarte,No puedes robarte el cartel de la bbc.,retrieved_raw
21328,sena,sena,En el fondo del sena.,retrieved
21329,ateo,ateo,He sido ateo desde los o años.,retrieved_raw
21330,celestes,celestes,Uniforme titular camiseta celeste pantalón blanco y medias celestes.,retrieved_raw
21334,dilatación,dilatación,De esta forma no creo que haya habido ninguna dilatación.,retrieved
21335,elegiría,elegiría,Por qué te elegiría a ti.,retrieved_raw
21336,enterré,enterré,Dame el dinero y te diré dónde la enterré.,retrieved_raw
21337,floral,floral,Ofrenda floral a la virgen de la caridad.,retrieved_raw
21339,intermedios,intermedios,A los efectos de esta convocatoria se considerarán organismos intermedios.,retrieved
21340,nombrados,nombrados,La comisión estará compuesta de miembros nombrados por un mandato de cuatro años.,retrieved_raw
21341,opep,opep,Los estados miembros de la opep.,retrieved
21342,romperle,romperle,Voy a romperle los brazos.,retrieved_raw
21345,vestidas,vestidas,Las chicas van a la playa menos vestidas.,retrieved_raw
21346,abandonarlo,abandonarlo,No puedo abandonarlo por qué.,retrieved_raw
21347,banal,banal,Hacemos un concurso de la frase más banal.,retrieved_raw
21350,compasivo,compasivo,Ese niño es compasivo con sus amigos.,retrieved_raw
21351,curarte,curarte,La buena noticia es que podemos curarte.,retrieved_raw
21352,escénico,escénico,Parece que tu padre no tiene miedo escénico.,retrieved_raw
21353,interesarse,interesarse,Qué le hizo interesarse en mi hijo.,retrieved_raw
21354,levantarlo,levantarlo,De acuerdo vamos a levantarlo a la cuenta de tres.,retrieved_raw
21355,movieron,movieron,Se movieron rápido y con todo el peso de su fuerza.,retrieved_raw
21356,predomina,predomina,No es ésta sin embargo la orientación que predomina en las decisiones.,retrieved_raw
21357,repsol,repsol,Repsol conforme al artículo apartado del reglamento ce n.,retrieved_raw
21358,vincula,vincula,Algo extraño los vincula a través del espacio.,retrieved_raw
21360,confusas,confusas,La última vez que estuve aquí las cosas fueron algo confusas.,retrieved_raw
21362,diabólica,diabólica,No sabía que era una ciudad diabólica.,retrieved_raw
21365,estrictos,estrictos,Tenemos que ser más estrictos en la vigilancia del mercado interior.,retrieved_raw
21366,grandullón,grandullón,Sienta bien hacer pis de pie de nuevo no es así grandullón.,retrieved_raw
21367,indeciso,indeciso,La mala noticia es que está indeciso.,retrieved_raw
21369,letales,letales,Hay más asesinos letales que trabajan aquí.,retrieved_raw
21370,padilla,padilla,Agente en la casa blanca luis alfonso padilla.,retrieved
21371,pillan,pillan,Espera vale si nos pillan tendremos muchos problemas.,retrieved
21372,residual,residual,Definición de los componentes que forman el agua residual.,retrieved_raw
21374,superhéroes,superhéroes,Qué se cree que es uno de los superhéroes.,retrieved
21379,exhala,exhala,No quiero ver lo exhala.,retrieved_raw
21380,exhaustiva,exhaustiva,La información no tiene que ser exhaustiva para ser exacta.,retrieved_raw
21382,indignante,indignante,La manera en que este informe se aprueba es indignante.,retrieved_raw
21383,localizada,localizada,Ngc es una galaxia espiral localizada en la constelación de piscis.,retrieved_raw
21385,mástil,mástil,No estás en el mástil.,retrieved
21387,válidos,válidos,A determinación de interlocutores válidos dentro de cada grupo de acreedores.,retrieved_raw
21388,alcázar,alcázar,Agustín lópez de alcázar militar y político chileno.,retrieved_raw
21389,alentador,alentador,Es alentador el aumento de la financiación de acciones humanitarias.,retrieved_raw
21390,estudioso,estudioso,Una especie de estudioso eh.,retrieved_raw
21392,limpiaba,limpiaba,No yo limpiaba tu corral.,retrieved
21394,motivada,motivada,La propuesta de resolución deberá estar debidamente motivada.,retrieved_raw
21395,reluciente,reluciente,Yo tengo una pistola grande y reluciente.,retrieved_raw
21398,ton,ton,Cuál es el próximo paso entonces ton.,retrieved
21399,aleatorio,aleatorio,No creo que sea aleatorio.,retrieved_raw
21400,canchas,canchas,No no de ese lado en el otro lado y hay como seis canchas allí.,retrieved
21401,combinada,combinada,En la semana el de los pacientes en tratamiento con la terapia combinada.,retrieved_raw
21402,cromosoma,cromosoma,Cierra la boca parece que te falta un cromosoma.,retrieved
21405,durazno,durazno,Cómo te atreves a comer un durazno divino sin permiso.,retrieved
21406,formarse,formarse,Por encima de c pueden formarse mezclas explosivas vapor aire.,retrieved_raw
21408,merecían,merecían,Me vas a decir que no se lo merecían.,retrieved_raw
21409,negocia,negocia,El gobierno de los estados unidos no negocia con terroristas lo sabes.,retrieved_raw
21410,perpetuo,perpetuo,Iglesia de nuestra señora del perpetuo socorro en jerez de la frontera.,retrieved_raw
21414,bíblico,bíblico,Lo conocí en el sentido bíblico.,retrieved_raw
21415,civilizados,civilizados,Me gusta que somos civilizados.,retrieved_raw
21416,cráneos,cráneos,Hasta que lo hagamos pasar a través de nuestros cráneos supongo.,retrieved
21417,encendidos,encendidos,Ten los todos los controles encendidos listos para funcionar.,retrieved_raw
21418,laurence,laurence,Laurence y yo vivimos en el campo.,retrieved_raw
21421,sierras,sierras,Sierras para trabajar la piedra cerámica hormigón etc.,retrieved
21423,abrirle,abrirle,Lo siento pero tengo que abrirle el bolso.,retrieved_raw
21426,muela,muela,La muela del juicio.,retrieved
21427,teorema,teorema,Cuál es el primer teorema de euclides.,retrieved
21430,consecutiva,consecutiva,Conclusiones del consejo sobre la acción consecutiva a la conferencia internacional sobre financiación del desarrollo monterrey.,retrieved_raw
21432,humanista,humanista,Comité humanista de derechos humanos de los países bajos.,retrieved
21433,jala,jala,Antes de que lo hagas jala mi pulgar.,retrieved_raw
21434,mediciones,mediciones,Está bien efectuar mediciones pero hay que luchar sobre todo contra las substancias contaminantes.,retrieved
21435,pensativo,pensativo,No no lo he dicho por decir svidrigailof pensativo.,retrieved_raw
21436,resistido,resistido,Se ha resistido tan duro.,retrieved
21437,secretarias,secretarias,Nuestras secretarias provienen directamente de vassar.,retrieved
21438,susurros,susurros,Por eso la tía susurros es tan dura conmigo.,retrieved
21439,arrestan,arrestan,Si lo arrestan lo juzgarán por asesinato.,orphaned_subordinate_clause
21441,capta,capta,Por favor capta la señal.,retrieved_raw
21442,cerros,cerros,De los cerros del sol la verde falda.,retrieved
21443,defensivas,defensivas,Las heridas defensivas están los dedos y en la muñecas.,retrieved_raw
21445,escuchaban,escuchaban,No quería decepcionar a usted pero no le escuchaban.,retrieved_raw
21446,evolutiva,evolutiva,La cadena evolutiva no es una exhibición interactiva.,retrieved_raw
21447,kiev,kiev,El hombre de kiev.,retrieved
21449,mándame,mándame,De acuerdo mándame una foto.,retrieved_raw
21450,volé,volé,Crees que volé medio mundo para hacer un maldito arresto.,retrieved_raw
21452,aristócrata,aristócrata,No sabía que la población incluía un aristócrata.,retrieved
21453,asignada,asignada,Mira cuando fui asignada a la catedral era solo un trabajo.,retrieved_raw
21454,camionetas,camionetas,Nada de camionetas camiones nada.,retrieved
21455,cantará,cantará,Barbara streisand cantará las canciones de celine dion.,retrieved
21456,comensales,comensales,El plan de distribución de los comensales.,retrieved
21457,contratamos,contratamos,Lo contratamos por su padre.,retrieved
21458,intrigado,intrigado,Todo el mundo está intrigado y yo también.,retrieved_raw
21459,nativa,nativa,Es nativa de tarapacá en chile.,retrieved_raw
21460,necesitarías,necesitarías,Necesitarías un equipo de hombres y yo no soy.,retrieved_raw
21461,prestarle,prestarle,Tengo un par de ellos que podía prestarle.,retrieved_raw
21462,privación,privación,Modalidades de ejecución de la privación de libertad.,retrieved
21464,ultrasonido,ultrasonido,El ultrasonido de hace dos años es de ella.,retrieved_raw
21465,vuélvete,vuélvete,Vuélvete aquí en una hora.,retrieved_raw
21467,azotes,azotes,No me gustan los azotes.,retrieved
21470,coles,coles,Así que henry coles no era el tipo.,retrieved
21471,culta,culta,Sin duda la persona más culta que conozco.,retrieved_raw
21474,entusiastas,entusiastas,Bien todos somos entusiastas de estas ideas.,retrieved_raw
21475,expediciones,expediciones,Ninguna de las tres expediciones anteriores llegó a estar a menos de metros de la cima.,retrieved
21476,firmará,firmará,Ningún juez firmará una orden basado en lo que tienes alex.,retrieved
21478,patéticos,patéticos,Cómo es que ustedes patéticos mortales continúan desafiándome.,retrieved_raw
21480,puig,puig,La granja d en puig.,retrieved
21482,aguantado,aguantado,A veces deseo que no hubiese aguantado tanto como lo hizo.,retrieved
21484,atreverse,atreverse,No atreverse puede ser un problema.,retrieved_raw
21485,atroces,atroces,Has oído los atroces rumores sobre mis hermanos.,retrieved_raw
21486,barroca,barroca,La iglesia barroca de san martín está en la plaza mayor.,retrieved_raw
21487,calado,calado,Es algo que cierta mente todavía no ha calado en todos los países de la comunidad.,retrieved_raw
21490,exclusivos,exclusivos,Quizá no seamos exclusivos pero aun así.,retrieved_raw
21491,exigentes,exigentes,Ellos serán un poco más exigentes en los requisitos.,retrieved_raw
21492,implícito,implícito,Se trata de violar un contrato implícito.,retrieved_raw
21493,latitudes,latitudes,Su nombre llega a remontas latitudes.,retrieved
21495,pe,pe,Pe doc a a informe de la comisión de energía.,retrieved
21497,puertorriqueños,puertorriqueños,Os lo voy a volar malditos negros puertorriqueños.,retrieved_raw
21500,urge,urge,Sólo le urge la historia.,retrieved_raw
21501,voladora,voladora,No me importa si requiere una alfombra voladora.,retrieved_raw
21502,absolutos,absolutos,Mi padre no creía en el bien y el mal absolutos punto.,retrieved_raw
21503,atraparán,atraparán,No es posible seguir así me atraparán.,retrieved_raw
21506,filtrado,filtrado,Entiendes lo que significa que se haya filtrado al exterior.,retrieved_raw
21507,hallaste,hallaste,Es todo lo que hallaste.,retrieved_raw
21508,leido,leido,Yo creo que es lo peor que he leido en mi vida.,retrieved_raw
21509,menciono,menciono,En un momento dado en medio de la escena menciono algunos nombres.,retrieved_raw
21510,separaba,separaba,Había una herida en la frente que separaba ia parte superior.,retrieved
21511,teóricas,teóricas,Los programas de doctorado comprenden clases teóricas.,retrieved_raw
21512,trina,trina,Bueno me pregunto en que está pensando trina.,retrieved_raw
21514,contenidas,contenidas,Recomendaciones contenidas en el informe de la comisión de desarrollo social sobre su período de sesiones.,retrieved_raw
21515,croata,croata,Bien hablas algo de croata.,retrieved_raw
21516,denos,denos,Denos hasta el final del día.,retrieved_raw
21517,enamoraste,enamoraste,No he visto a nadie desde que te enamoraste de mí.,retrieved_raw
21518,ferroviario,ferroviario,Cálculo de costes consolidación del derecho comunitario transporte ferroviario.,retrieved_raw
21519,grabamos,grabamos,Y grabamos en nueva york.,retrieved_raw
21520,incurable,incurable,Tengo una enfermedad incurable y tú también.,retrieved_raw
21522,madridista,madridista,La última victoria madridista en la coruña data de la temporada.,retrieved_raw
21524,maguire,maguire,Cuál es la ventana del detective maguire.,retrieved_raw
21525,sotelo,sotelo,Por qué nadie recuerda a un tal sánchez sotelo.,retrieved
21526,superé,superé,Ya lo superé hace tiempo.,retrieved_raw
21529,enfatizó,enfatizó,Sin embargo toro enfatizó que seguirían tocando esporádicamente.,retrieved
21531,hits,hits,Sólo digo todo lo que hemos tomado un montón de hits para el equipo.,retrieved
21534,solicitamos,solicitamos,Solicitamos que el teniente kirk sea liberado bajo palabra.,retrieved
21535,afecciones,afecciones,C licencia por afecciones o lesiones de largo tratamiento.,retrieved
21536,afloja,afloja,Por el amor de dios mamita afloja la correa.,retrieved_raw
21540,correas,correas,Solo correas que le metieron en la cabeza.,retrieved
21541,cualificado,cualificado,Yo no estoy cualificado para ser un héroe.,retrieved_raw
21542,decepcionarte,decepcionarte,Bueno lamento decepcionarte pero no me interesa.,retrieved_raw
21543,dormirme,dormirme,No puedo dormirme de nuevo.,retrieved_raw
21544,entrometido,entrometido,Te has entrometido en mi vida privada.,retrieved_raw
21545,inducción,inducción,Para la inducción y mantenimiento de la anestesia.,retrieved
21546,investigarlo,investigarlo,Parece que vale la pena investigarlo cierto.,retrieved_raw
21548,mandela,mandela,Resolución sobre la liberación de nelson mandela.,retrieved_raw
21549,ofenda,ofenda,No se ofenda pero es un poco aburrido.,retrieved_raw
21550,ofrendas,ofrendas,La madre de tu padre deposita aquí estas ofrendas.,retrieved
21551,servirme,servirme,Mami puedo servirme un poco de su leche.,retrieved_raw
21552,simpáticos,simpáticos,Tíos simpáticos con los que me llevo bien.,retrieved_raw
21554,alentar,alentar,No lo voy a alentar.,retrieved
21559,elevan,elevan,De alguien que necesito haber recibido lecciones más severas que se elevan por encima de ti.,retrieved
21560,percusión,percusión,Progresos en aparatos de distintas marcas batería y percusión.,retrieved
21561,rumorea,rumorea,Se rumorea que el niño está aquí en vega.,retrieved_raw
21562,traiciona,traiciona,Es un tío al que le traiciona su ciudad.,retrieved_raw
21563,éticos,éticos,Hay un montón de científicos poco éticos por ahí.,retrieved_raw
21565,arreglaron,arreglaron,Así que tú y tu amigo el policía se arreglaron.,retrieved_raw
21567,dañó,dañó,El edificio no se dañó.,retrieved
21568,distinguida,distinguida,Es una mujer distinguida alan.,retrieved_raw
21569,enfocado,enfocado,Demasiado enfocado en todo lo que pasaba en casa.,retrieved_raw
21570,exitosos,exitosos,He sido uno de los más exitosos contrabandistas del país.,retrieved_raw
21571,indigente,indigente,Al final no terminé indigente ni enseñando en un colegio de tercera.,retrieved_raw
21572,llevársela,llevársela,Tiene alguna idea de quién pudo llevársela.,retrieved_raw
21573,marches,marches,Sé que debo dejar que te marches.,retrieved_raw
21574,minúsculo,minúsculo,El grupo debe ser más minúsculo de lo que crees.,retrieved_raw
21576,perrera,perrera,No estaba en la perrera.,retrieved
21579,santas,santas,Águas santas freguesia de póvoa de lanhoso portugal.,retrieved_raw
21580,santi,santi,La primera marca esta en la tumba de santi.,retrieved
21581,schultz,schultz,Yo soy el padre schultz.,retrieved_raw
21582,sórdido,sórdido,Creo que todo esto ya ha sido suficientemente sórdido.,retrieved_raw
21583,tolera,tolera,Un rey no tolera el divorcio.,retrieved_raw
21587,desafiando,desafiando,Por qué eres tan infantil desafiando mi autoridad.,retrieved
21589,diván,diván,En el suelo o en el diván.,retrieved
21590,embustero,embustero,Sé que es un embustero.,retrieved
21591,evoca,evoca,Por eso cuando te evoca.,retrieved_raw
21592,frijol,frijol,Toma cinco frijol negro y la cabeza de un hombre muerto.,retrieved
21593,grabé,grabé,Lo grabé en mi mente durante los últimos años.,retrieved_raw
21595,peleo,peleo,No me peleo todos los días.,retrieved
21596,quererme,quererme,Mi mamá no va a quererme nunca más.,retrieved_raw
21597,soluciona,soluciona,La gente lo soluciona por ti y tú crees que se soluciona solo.,retrieved_raw
21598,apagaron,apagaron,Crees que las apagaron ellos.,retrieved_raw
21599,aposté,aposté,Oh dios mío y si aposté el anillo.,retrieved_raw
21600,balcanes,balcanes,En algún lugar de los balcanes.,retrieved
21602,cúal,cúal,El padre de la cúal no se va añadir.,retrieved_raw
21603,emotiva,emotiva,Muy fuerte en la parte emotiva.,retrieved_raw
21604,inimaginable,inimaginable,Salió de un lugar inimaginable de los barrios pobres.,retrieved_raw
21606,peculiares,peculiares,Le ha dado cuerda en muchos lugares peculiares también.,retrieved_raw
21607,predominante,predominante,La espiral era un símbolo predominante en la tierra.,retrieved_raw
21608,presumido,presumido,A quién se la vas a romper presumido.,retrieved_raw
21610,veintisiete,veintisiete,Se aprobaron veintisiete estudios de los cuáles se presentaron durante el año.,retrieved_raw
21611,viril,viril,Era un chico viril de sexto grado.,retrieved_raw
21612,zorros,zorros,No de colas de zorros.,retrieved
21613,atacantes,atacantes,Así que piensas que uno de los atacantes vino aquí.,retrieved
21614,comarcas,comarcas,Delegación territorial de enseñanza de barcelona comarcas.,retrieved
21618,infinitos,infinitos,De infinitos abedules de hermosura incomparable.,retrieved
21619,instalaron,instalaron,La instalaron hace sólo dos años.,retrieved_raw
21620,lujosa,lujosa,Por qué has alquilado esta casa tan lujosa.,retrieved_raw
21621,prestigiosa,prestigiosa,Vas a la más prestigiosa escuela de arte dramático del país.,retrieved_raw
21622,recorridos,recorridos,Google maps con todas las estaciones y recorridos de los tranvias barcelona.,retrieved
21623,sobrenaturales,sobrenaturales,Los seres sobrenaturales son algo sobre lo que no puedo dar garantías.,retrieved_raw
21625,vivencia,vivencia,El libro de las pequeñas historias vivencia.,retrieved
21626,agarrarlo,agarrarlo,Bien muchachos debemos acercarnos lo suficiente para agarrarlo.,retrieved_raw
21627,arduo,arduo,Por todo el arduo trabajo que han hecho.,retrieved_raw
21631,confiables,confiables,El acceso a fuentes confiables y adecuadas de energía es esencial para el desarrollo.,retrieved_raw
21633,decisivos,decisivos,Cuantitativamente son elementos decisivos en la política de formación pro.,retrieved_raw
21634,engañaba,engañaba,No sé cómo io hacía pero su cara engañaba a todos.,retrieved
21636,estudiada,estudiada,La propuesta está siendo estudiada.,retrieved_raw
21639,introducen,introducen,Se introducen los números en la caja.,retrieved_raw
21640,juzgo,juzgo,No me gusta la crema y no juzgo a nadie.,retrieved_raw
21642,planchas,planchas,La niña de las planchas con enrique garcía álvarez.,retrieved
21643,puntualidad,puntualidad,Hasta tres faltas de puntualidad en un mes.,retrieved
21646,sospechosas,sospechosas,Los vagabundos personas sospechosas y personas bajo vigilancia policial.,retrieved_raw
21650,étnica,étnica,Esta ciudad no es conocida precisamente por su cocina étnica.,retrieved_raw
21651,aciertos,aciertos,La cantidad de aciertos para aspirar a obtener premios.,retrieved
21652,aguilera,aguilera,Es algo parecido a algún tipo de video de cristina aguilera.,retrieved
21653,arruinas,arruinas,Por qué arruinas mi trabajo.,retrieved_raw
21655,botánico,botánico,Página oficial del jardín botánico de la universidad de szeged.,retrieved
21656,brillantez,brillantez,Es brillante pero no tengo tiempo para la brillantez.,retrieved
21657,comenzaban,comenzaban,La policía comenzaban a sospechar de mí cada vez más.,retrieved_raw
21660,facilitan,facilitan,Las redes sociales en general y facebook en particular facilitan el intercambio de información interacción y colaboración entre los usuarios.,retrieved_raw
21661,metálicas,metálicas,Definición de procesos de construcciones metálicas.,retrieved_raw
21664,refinería,refinería,Así es toda la refinería volará por los aires.,retrieved_raw
21665,remera,remera,Me alegro de que te dio esta remera.,retrieved
21666,saltas,saltas,Por qué te saltas las comidas.,retrieved_raw
21670,óvulo,óvulo,Luego se unió con un óvulo de mamá.,retrieved
21671,acostumbras,acostumbras,Oye cuidado a lo que te acostumbras.,retrieved_raw
21673,acumulan,acumulan,Es por ello que en la soledad los méritos se acumulan mi príncipe.,retrieved
21675,cabalgando,cabalgando,La unidad móvil está cabalgando con nosotros esta noche.,retrieved
21676,congela,congela,El agua de mar no se congela.,retrieved_raw
21677,fresno,fresno,La próxima semana en fresno.,retrieved
21678,jodiste,jodiste,No hay manera de salir del sistema lo jodiste cuando te fuiste.,retrieved_raw
21680,mandarlo,mandarlo,Tuve que mandarlo a la enfermería de la escuela.,retrieved_raw
21681,págs,págs,Resolución adoptada por el parlamento europeo acta de págs.,retrieved
21682,quedase,quedase,Gracias por dejar que me quedase esta noche.,retrieved_raw
21683,quemo,quemo,Estoy seguro de que que no se quemo.,retrieved_raw
21685,sepulcro,sepulcro,Iglesia del santo sepulcro en la ciudad de zamora.,retrieved
21686,sinvergüenzas,sinvergüenzas,No sois más que un puñado de sinvergüenzas.,retrieved_raw
21687,tickets,tickets,Por qué necesitas dos tickets.,retrieved_raw
21688,bandejas,bandejas,Rosas en las bandejas diamantes en la mesita de noche.,retrieved
21689,criaron,criaron,Después de que te criaron y te dieron todo lo que eres los dejaste morir.,retrieved_raw
21690,envases,envases,En envases inmediatos de contenido neto inferior o igual a gr.,retrieved
21691,face,face,Bullet in the face serie de tv.,retrieved_raw
21692,folios,folios,Te dije que pararas con mis folios nuevos.,retrieved
21693,hidratos,hidratos,No menos del de hidratos de carbono.,retrieved
21694,ilustra,ilustra,El anexo i ilustra bien esta situación.,retrieved_raw
21695,impune,impune,No voy a dejar que salga impune de esto.,retrieved_raw
21696,pagarla,pagarla,Qué pasa si entro y no puedo pagarla.,retrieved_raw
21697,richter,richter,En la escala richter.,retrieved_raw
21699,topé,topé,Me topé con tu madre en la biblioteca.,retrieved_raw
21700,aceptarán,aceptarán,Por qué crees que la aceptarán.,retrieved_raw
21701,acompañarlo,acompañarlo,Ningún miembro de la familia tiene derecho a acompañarlo.,retrieved_raw
21702,aparecerán,aparecerán,En unos tres minutos los federales aparecerán aquí buscándome.,retrieved_raw
21704,catéter,catéter,Da gracias por que no te ponga un catéter.,retrieved_raw
21706,complementaria,complementaria,Asimismo desde el de agosto de funciona la siguiente ruta complementaria.,retrieved_raw
21707,descuidada,descuidada,Es tan descuidada ella es así.,retrieved_raw
21710,estupefacientes,estupefacientes,Programa provisional del período de sesiones de la comisión de estupefacientes.,retrieved
21711,incorporan,incorporan,Se incorporan a la normativa las determinaciones siguientes.,retrieved
21712,maximiliano,maximiliano,Maximiliano dice que sólo una palabra se interpone entre él y yo.,retrieved
21713,merengue,merengue,No me gusta el merengue.,retrieved
21715,refugiarse,refugiarse,Por tanto tienen que refugiarse y esconderse en la jungla.,retrieved_raw
21716,renovables,renovables,Ahora hablamos de energías renovables.,retrieved_raw
21717,reunía,reunía,Nadie me ha dicho que se reunía el consejo.,retrieved_raw
21718,solidario,solidario,E el uso responsable y solidario de las instalaciones.,retrieved_raw
21721,vá,vá,Bueno lo vá a hacer sin mí o conmigo.,retrieved_raw
21722,adjetivo,adjetivo,No se merece un adjetivo.,retrieved
21723,cableado,cableado,Todo el lugar está cableado.,retrieved_raw
21725,diabético,diabético,Yo sé que usted no es diabético.,retrieved_raw
21728,faciales,faciales,Una gran cantidad de expresiones faciales.,retrieved_raw
21730,pareciendo,pareciendo,Me estoy pareciendo a mi padre.,retrieved_raw
21731,presidir,presidir,A presidir y dirigir las reuniones de la comisión.,retrieved
21732,pronunciarse,pronunciarse,Consideraba que el tribunal de justicia debía pronunciarse en los siguientes términos.,retrieved_raw
21733,protones,protones,Las reacciones de transferencia de protones.,retrieved
21734,recibiré,recibiré,Dijo que ya no recibiré mi porcentaje de las ganancias de la casa.,retrieved_raw
21737,aceptables,aceptables,Bajo ciertas circunstancias usted cree que sus métodos son aceptables.,retrieved_raw
21738,cubrirlo,cubrirlo,No podemos ni siquiera cubrirlo con una hipoteca.,retrieved_raw
21739,diversificación,diversificación,Instituto para la diversificación y ahorro de la energía.,retrieved
21746,recibas,recibas,Puedes llamarme cuando recibas este mensaje por favor.,retrieved_raw
21747,reembolso,reembolso,Reembolso de los gastos de viaje.,retrieved
21750,alejate,alejate,Alejate de mi y es solo el comienzo.,retrieved_raw
21751,analizan,analizan,Se toma una colección de fotos se analizan las similitudes y las muestran en.,dangling_function_word
21752,belgas,belgas,Por qué no me cuentas chistes de belgas de paso.,retrieved_raw
21753,caótico,caótico,Ese lugar es caótico los fines de semana.,retrieved_raw
21754,colaterales,colaterales,Por qué no destruimos su infraestructura en menos de lo que digo daños colaterales.,retrieved_raw
21755,congeladas,congeladas,Ahora resulta que eres demasiado bueno para las papas congeladas.,retrieved_raw
21756,encontrarlas,encontrarlas,Años después de esta predicción empezamos a encontrarlas también.,retrieved_raw
21757,enseñarnos,enseñarnos,No tienes que enseñarnos esto.,retrieved_raw
21758,equivocarme,equivocarme,Para ser preciso tenía razón antes de equivocarme.,retrieved_raw
21759,escocesa,escocesa,Pensaba en el escándalo de la isla escocesa.,retrieved_raw
21760,expo,expo,Pág web oficial de la expo en inglés.,retrieved
21763,mosqueteros,mosqueteros,Por toda esa cosa de la familia y de los mosqueteros.,retrieved
21764,ofreciste,ofreciste,Se lo ofreciste a mi padre el te rechazo.,retrieved_raw
21766,taiwán,taiwán,Sitio web oficial de la federación de fútbol de taiwán.,retrieved
21767,vikingos,vikingos,La misión de los vikingos es morir con una espada en la mano.,retrieved
21768,agarraste,agarraste,Por que no lo agarraste.,retrieved_raw
21770,consentir,consentir,De ningún modo yo no voy a consentir que.,retrieved
21771,documentado,documentado,Todo ello ha de quedar documentado en las actas.,retrieved_raw
21772,duffy,duffy,No son los viejos tiempos duffy.,retrieved_raw
21773,factoría,factoría,Ejemplo de un proyecto de factoría basado en objetivos socio organizativos.,retrieved_raw
21775,localizarlo,localizarlo,No pudimos localizarlo hay alguien más.,retrieved_raw
21777,mezclarse,mezclarse,No quiere mezclarse en esto.,retrieved_raw
21779,obstinada,obstinada,No sería así si no fueras tan obstinada.,retrieved_raw
21783,alcantarillado,alcantarillado,Título reparación de la red de alcantarillado municipal.,retrieved_raw
21784,ambiguo,ambiguo,No puede ser más ambiguo.,retrieved_raw
21786,continúo,continúo,Desde ese día continúo teniendo el mismo sueño.,retrieved_raw
21787,correré,correré,No lo eres pero correré el riesgo.,retrieved_raw
21788,demográfico,demográfico,El municipio experimenta un crecimiento demográfico de un por año.,retrieved_raw
21789,els,els,,manual review needed
21795,olivares,olivares,Olivares dean que necesitan un poco de aire.,retrieved_raw
21796,olmedo,olmedo,En la muerte de josé joaquín de olmedo.,retrieved
21797,organizaron,organizaron,Los servicios comunitarios organizaron el suministro de refugios y cuidados.,retrieved_raw
21800,salvadoreño,salvadoreño,Coordinar las operaciones y actividades del cuerpo en el territorio salvadoreño.,retrieved_raw
21801,subiste,subiste,No me di cuenta de que te subiste la bragueta.,retrieved_raw
21803,arrojan,arrojan,Los orangutanes le arrojan lodo a la gente en el zoológico.,retrieved
21804,colateral,colateral,No hay ningún beneficio colateral por reducir las bajas.,retrieved_raw
