lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
señales,2763,n,n,2001_3000,sign; indication,señal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suficientes,2765,adj,adj,2001_3000,sufficient; enough,suficiente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
saldrá,2768,v,v,2001_3000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
científicos,2779,adj,adj,2001_3000,scientific,científico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pueblos,2782,n,n,2001_3000,town; village,pueblo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
celular,2783,adj,adj,2001_3000,cellular,celular,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegará,2787,v,v,2001_3000,to arrive; get,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
irás,2790,v,v,2001_3000,to go,irás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
primavera,2791,n,n,2001_3000,spring,primavera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
v,2792,letter,letter,2001_3000,letter,v,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
decirles,2793,v,v,2001_3000,to say; to tell,decirles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
den,2797,v,v,2001_3000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
altos,2801,adj,adj,2001_3000,tall,alto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
restos,2805,n,n,2001_3000,remains,resto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poquito,2806,adj,adj,2001_3000,little; not much,poquito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siéntese,2807,v,v,2001_3000,to feel,siéntese,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
supo,2808,v,v,2001_3000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guardias,2811,n,n,2001_3000,custodian; warden,guardia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejamos,2812,v,v,2001_3000,to leave,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haberse,2815,v,v,2001_3000,have,haberse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegando,2816,v,v,2001_3000,to arrive; get,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ciertos,2821,adj,adj,2001_3000,a certain; a specific,cierto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
posibles,2822,adj,adj,2001_3000,possible,posible,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
empezamos,2824,v,v,2001_3000,to start; begin; to get started,empezar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
obvio,2825,adj,adj,2001_3000,obvious,obvio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ocupada,2828,adj,adj,2001_3000,pregnant,ocupada,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
judicial,2831,adj,adj,2001_3000,judicial,judicial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
próximos,2833,adj,adj,2001_3000,near,próximo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
americanos,2841,adj,adj,2001_3000,American,americano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
convertirse,2842,v,v,2001_3000,to convert,convertirse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poca,2844,determiner,determiner,2001_3000,tad,poco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedará,2846,v,v,2001_3000,to be (as a result of something); to end up,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acabamos,2848,v,v,2001_3000,to finish,acabar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nacionales,2852,adj,adj,2001_3000,national; nationwide,nacional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
caza,2854,n,n,2001_3000,hunting; hunt (act of finding and killing a wild animal,caza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esperan,2857,v,v,2001_3000,to wait; to hold on,esperar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
declaraciones,2858,n,n,2001_3000,statement,declaración,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
equivocada,2859,adj,adj,2001_3000,mistaken; wrong,equivocado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muriendo,2860,v,v,2001_3000,to die,morir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jodido,2863,adj,adj,2001_3000,fucking; darned; crappy,jodido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diversos,2864,adj,adj,2001_3000,diverse,diverso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
logrado,2866,v,v,2001_3000,successful,lograr,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
indios,2868,n,n,2001_3000,Indian,indio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pp,2869,prop,prop,2001_3000,initialism of Partido Popular,pp,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tenia,2875,n,n,2001_3000,tapeworm,tenia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salen,2879,v,v,2001_3000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cabezas,2884,n,n,2001_3000,head,cabeza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rodillas,2886,n,n,2001_3000,knee,rodilla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alan,2892,none,residual,2001_3000,alan,alan,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asimismo,2896,adv,adv,2001_3000,likewise,asimismo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevando,2897,v,v,2001_3000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
artistas,2900,n,n,2001_3000,artist,artista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hermanas,2901,n,n,2001_3000,sister,hermanas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
autos,2902,,residual,2001_3000,authorisation for therapeutic use,autos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
técnicas,2905,adj,adj,2001_3000,technique,técnico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
éstas,2908,pron,pron,2001_3000,this one,éstas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enrique,2909,,residual,2001_3000,given name,enrique,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
smith,2912,none,residual,2001_3000,smith,smith,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
trabajado,2917,v,v,2001_3000,to work,trabajar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
x,2918,letter,letter,2001_3000,X,x,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
golpes,2921,n,n,2001_3000,hit; blow; strike,golpe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
musical,2923,adj,adj,2001_3000,musical,musical,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
deberá,2925,v,v,2001_3000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
robó,2929,v,v,2001_3000,robbery; theft,robar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
montañas,2931,n,n,2001_3000,mountain,montaña,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
h,2932,letter,letter,2001_3000,letter,h,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
menores,2936,adj,adj,2001_3000,minor,menor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
malditos,2943,n,n,2001_3000,cursed,maldito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
naturalmente,2944,adv,adv,2001_3000,naturally; of course,naturalmente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
felicidades,2946,n,n,2001_3000,congratulations,felicidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
situaciones,2947,n,n,2001_3000,situation; scenario; picture,situación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perdida,2949,adj,adj,2001_3000,lost,perdido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sorprende,2951,v,v,2001_3000,to surprise,sorprender,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
voces,2955,n,n,2001_3000,voice,voz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
serlo,2956,v,v,2001_3000,to be,serlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
usado,2961,adj,adj,2001_3000,used,usado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bienes,2963,n,n,2001_3000,goods,bienes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
factores,2964,n,n,2001_3000,factor,factor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
directa,2967,adj,adj,2001_3000,high gear,directo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
grados,2968,n,n,2001_3000,degree,grado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacían,2972,v,v,2001_3000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ruego,2975,v,v,2001_3000,plea; appeal,ruego,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guarda,2976,n,n,2001_3000,guard; ward; keeper,guarda,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
piedras,2977,n,n,2001_3000,stone,piedra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conseguí,2978,v,v,2001_3000,to achieve; succeed in; reach; accomplish; attain,conseguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
antiguos,2979,adj,adj,2001_3000,the ancients,antiguo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
registros,2980,n,n,2001_3000,registration; record,registro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
públicas,2981,adj,adj,2001_3000,public,público,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diego,2982,,residual,2001_3000,given name,diego,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedas,2984,v,v,2001_3000,curfew,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comido,2993,v,v,2001_3000,having had lunch,comer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preguntarle,2998,v,v,2001_3000,to ask,preguntarle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
grace,3001,none,residual,3001_4000,grace,grace,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aprendido,3008,v,v,3001_4000,to learn,aprender,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podéis,3009,v,v,3001_4000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diversas,3014,adj,adj,3001_4000,diverse,diverso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ja,3026,interj,interj,3001_4000,representation of laughter; ha,ja,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ayudarle,3029,v,v,3001_4000,to help,ayudarle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
roger,3030,none,residual,3001_4000,roger,roger,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salgan,3038,v,v,3001_4000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
materiales,3039,n,n,3001_4000,matter,material,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bancos,3041,n,n,3001_4000,bank,banco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guía,3043,n,n,3001_4000,guide,guía,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vean,3048,v,v,3001_4000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
francesa,3049,,residual,3001_4000,female equivalent of francés,francesa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
beneficios,3051,n,n,3001_4000,benefit,beneficio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
afirmó,3052,v,v,3001_4000,to state; assert,afirmar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dicha,3059,adj,adj,3001_4000,luck,dicho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pedirle,3060,v,v,3001_4000,to ask for something,pedirle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
km,3061,none,residual,3001_4000,km,km,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cajas,3062,n,n,3001_4000,box; case,caja,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuantas,3065,determiner,determiner,3001_4000,whatever quantity; as much; however much,cuanto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
honesto,3066,adj,adj,3001_4000,honest,honesto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ey,3067,,residual,3001_4000,hey!,ey,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
simon,3068,none,residual,3001_4000,simon,simon,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esperas,3071,v,v,3001_4000,wait,esperar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontraremos,3077,v,v,3001_4000,to meet,encontrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ánimo,3079,n,n,3001_4000,soul; spirit; mood,ánimo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
internacionales,3080,adj,adj,3001_4000,international,internacional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
especies,3082,n,n,3001_4000,species,especie,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ideal,3085,adj,adj,3001_4000,ideal,ideal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
públicos,3089,adj,adj,3001_4000,public,público,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preparados,3093,adj,adj,3001_4000,prepared,preparado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedaba,3097,v,v,3001_4000,to be (as a result of something); to end up,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
falsa,3105,adj,adj,3001_4000,false,falso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ramón,3106,,residual,3001_4000,breadnut,ramón,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
atrapado,3108,adj,adj,3001_4000,caught; captured; trapped; stuck,atrapado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cobarde,3118,adj,adj,3001_4000,cowardly; craven; gutless; spineless; dastardly,cobarde,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
darse,3119,v,v,3001_4000,to give; to give out,darse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
representantes,3120,n,n,3001_4000,representative,representante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lord,3121,n,n,3001_4000,lord,lord,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decírselo,3127,v,v,3001_4000,to say; to tell,decírselo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
informes,3128,n,n,3001_4000,shapeless; formless,informe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comiendo,3130,v,v,3001_4000,to eat,comer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
procesos,3131,n,n,3001_4000,process,proceso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
células,3136,n,n,3001_4000,cell phone,célula,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
f,3139,interj,interj,3001_4000,bad luck,f,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
periodistas,3144,n,n,3001_4000,journalist,periodista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pondré,3147,v,v,3001_4000,to put; to put up; to place; to lay,poner,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hablaremos,3148,v,v,3001_4000,to talk,hablar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
creado,3152,v,v,3001_4000,created,crear,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
naturales,3154,adj,adj,3001_4000,nature,natural,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hablaré,3165,v,v,3001_4000,to talk,hablar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
arroz,3168,n,n,3001_4000,rice,arroz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
margen,3171,n,n,3001_4000,margin; edge,margen,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matarlo,3180,v,v,3001_4000,to kill; slay,matarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
médica,3183,adj,adj,3001_4000,medical,médico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontrarlo,3186,v,v,3001_4000,to meet,encontrarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muestras,3187,n,n,3001_4000,sample; sampling,muestra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
funcionarios,3190,n,n,3001_4000,official; public official,funcionario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
municipal,3196,adj,adj,3001_4000,municipal,municipal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mataré,3199,v,v,3001_4000,to kill; slay,matar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salimos,3200,v,v,3001_4000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jean,3203,,residual,3001_4000,jeans,jean,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gustas,3205,v,v,3001_4000,taste,gustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gigante,3207,adj,adj,3001_4000,giant; gigantic,gigante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jackson,3210,none,residual,3001_4000,jackson,jackson,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
carmen,3211,,residual,3001_4000,a type of house in Granada,carmen,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
áreas,3212,n,n,3001_4000,area,área,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
míos,3217,determiner,determiner,3001_4000,mine,mío,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
despues,3222,adv,adv,3001_4000,later; afterwards; afterward; post,despues,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miras,3223,v,v,3001_4000,target,mirar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
respira,3230,v,v,3001_4000,breath,respirar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dulces,3231,n,n,3001_4000,sweet,dulce,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabrá,3237,v,v,3001_4000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
realizado,3238,v,v,3001_4000,to carry out,realizar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
borde,3240,n,n,3001_4000,bastard,borde,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estadounidense,3250,adj,adj,3001_4000,American,estadounidense,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preguntando,3257,v,v,3001_4000,to ask,preguntar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
funcionó,3263,v,v,3001_4000,to work; to function,funcionar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aviones,3270,n,n,3001_4000,aeroplane; airplane; plane,avión,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
extranjeros,3273,n,n,3001_4000,foreign,extranjero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jones,3275,none,residual,3001_4000,jones,jones,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
empezado,3283,v,v,3001_4000,to start; begin; to get started,empezar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ponerme,3285,v,v,3001_4000,to put; to put up; to place; to lay,ponerme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
autores,3294,n,n,3001_4000,author,autor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actores,3298,n,n,3001_4000,actor,actor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matando,3302,v,v,3001_4000,to kill; slay,matar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
okay,3304,interj,interj,3001_4000,OK,okay,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
desconocido,3308,adj,adj,3001_4000,unknown; undisclosed; unbeknownst,desconocido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabían,3310,v,v,3001_4000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matarte,3314,v,v,3001_4000,to kill; slay,matarte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pizza,3315,,residual,3001_4000,pizza,pizza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entrado,3316,v,v,3001_4000,after the start of,entrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
reuniones,3318,n,n,3001_4000,meeting; session; appointment,reunión,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sigan,3319,v,v,3001_4000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
judíos,3325,n,n,3001_4000,Jewish,judío,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
temporal,3329,adj,adj,3001_4000,temporal,temporal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pudieron,3331,v,v,3001_4000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
letras,3337,n,n,3001_4000,lyrics,letra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
necesaria,3340,adj,adj,3001_4000,necessary; requisite,necesario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lady,3341,,residual,3001_4000,lady (wife of a lord,lady,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aparecen,3349,v,v,3001_4000,to appear; to turn up; to pop up; to come up,aparecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asesinatos,3350,n,n,3001_4000,assassination,asesinato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
carreras,3351,n,n,3001_4000,race,carrera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
morgan,3354,none,residual,3001_4000,morgan,morgan,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mires,3360,v,v,3001_4000,resident,mires,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enamorada,3362,adj,adj,3001_4000,infatuated; having a crush on; feeling love or attraction for another,enamorado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sitios,3363,n,n,3001_4000,site; place,sitio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estando,3364,v,v,3001_4000,to be,estar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
césar,3368,,residual,3001_4000,caesar,césar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habitaciones,3376,n,n,3001_4000,room,habitación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conocida,3377,adj,adj,3001_4000,known,conocido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hijas,3384,n,n,3001_4000,daughter,hijas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
teresa,3391,,residual,3001_4000,given name,teresa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
daños,3393,n,n,3001_4000,damage,daño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
louis,3396,none,residual,3001_4000,louis,louis,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
solar,3398,adj,adj,3001_4000,to pave,solar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señala,3400,v,v,3001_4000,sign; indication,señalar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gustado,3401,v,v,3001_4000,to taste; to try,gustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
peces,3402,n,n,3001_4000,Pisces,pez,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
obligado,3406,adj,adj,3001_4000,obliged; obligated,obligado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ataques,3407,n,n,3001_4000,attack,ataque,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asqueroso,3409,adj,adj,3001_4000,disgusting; repulsive; gross; distasteful,asqueroso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seremos,3411,v,v,3001_4000,to be,ser,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aléjate,3412,v,v,3001_4000,given name,aléjate,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asustada,3413,adj,adj,3001_4000,scared,asustado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bebés,3427,n,n,3001_4000,baby,bebé,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quieran,3428,v,v,3001_4000,to desire; to want; to want to,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quita,3429,v,v,3001_4000,debt relief,quitar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
global,3433,adj,adj,3001_4000,global,global,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esfuerzos,3435,n,n,3001_4000,effort; endeavor,esfuerzo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
echo,3438,v,v,3001_4000,throw,echar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
franceses,3442,adj,adj,3001_4000,French,francés,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
